Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Fall Headcount
2014,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,46
2014,20,2668,U,5 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2014,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,2529
2014,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,28
2014,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5258
2014,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,29
2014,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5963
2014,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,104
2014,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,155
2014,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,1
2014,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,4
2014,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,5
2014,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,10
2014,2025,2862,U,2 yr Undergrad,BROOME COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2227
2014,2000,2860,U,2 yr Undergrad,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1396
2014,2035,2685,U,4 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,561
2014,1525,30955,U,2 yr Undergrad,ASA INST OF BUS NURSING PROGRAM,PRIVATE,5-INDEPENDENT,30
2014,2035,2685,U,5 yr Undergrad,CAZENOVIA COLLEGE,PRIVATE,5-INDEPENDENT,3
2014,2050,2713,U,4 yr Undergrad,DOMINICAN COLLEGE BLAUVELT 4YR UG,PRIVATE,5-INDEPENDENT,530
2014,2042,2863,U,2 yr Undergrad,CORNING COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1124
2014,2051,2713,U,4 yr Undergrad,DOMINICAN COLLEGE-WEEKEND 4YR UG,PRIVATE,5-INDEPENDENT,4
2014,2065,10684,U,5 yr Undergrad,ERIE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,9
2014,2040,2709,U,4 yr Undergrad,CONCORDIA COLLEGE,PRIVATE,5-INDEPENDENT,333
2014,2053,2864,U,2 yr Undergrad,DUTCHESS COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1815
2014,2075,12561,U,2 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,6
2014,2070,2866,U,5 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1
2014,2075,12561,U,5 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,3
2014,2038,6789,U,2 yr Undergrad,COLUMBIA-GREENE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,490
2014,2070,2866,U,2 yr Undergrad,FASHION INST TECH-LOWER DIVISION,PUBLIC,4-SUNY CC,1091
2014,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2977
2014,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,19
2014,2093,2763,U,2 yr Undergrad,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,89
2014,2105,2871,U,2 yr Undergrad,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2469
2014,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4763
2014,2110,2778,U,4 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,655
2014,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1286
2014,2120,2782,U,5 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,24
2014,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1309
2014,90,2681,U,4 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1186
2014,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3677
2014,2083,2735,U,4 yr Undergrad,HILBERT COLLEGE,PRIVATE,5-INDEPENDENT,489
2014,2120,2782,U,2 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1
2014,2178,7466,U,4 yr Undergrad,LIM COLLEGE,PRIVATE,6-BUS. DEGREE,191
2014,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,77
2014,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5090
2014,2185,2875,U,5 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2014,2157,2878,U,5 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1
2014,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4
2014,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,647
2014,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,937
2014,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2273
2014,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,829
2014,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5939
2014,2188,2896,U,4 yr Undergrad,VILLA MARIA COLL OF BUFFALO 4YR,PRIVATE,5-INDEPENDENT,182
2014,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,721
2014,2075,12561,U,4 yr Undergrad,FIVE TOWNS COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,294
2014,2252,6782,U,2 yr Undergrad,GENESEE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1722
2014,2258,7111,U,2 yr Undergrad,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,428
2014,2262,13029,U,5 yr Undergrad,BORICUA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,8
2014,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1428
2014,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,28
2014,2270,25994,U,2 yr Undergrad,NY COLLEGE OF HEALTH PROFESSIONS,PRIVATE,5-INDEPENDENT,153
2014,2315,10727,U,2 yr Undergrad,DEVRY COLLEGE OF NEW YORK 2YR,PRIVATE,6-BUS. DEGREE,17
2014,2240,2867,U,2 yr Undergrad,FULTON MONTGOMERY COMM COLLEGE,PUBLIC,4-SUNY CC,948
2014,2265,21691,U,2 yr Undergrad,DAVIS COLLEGE,PRIVATE,5-INDEPENDENT,83
2014,2320,21700,U,2 yr Undergrad,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,158
2014,3020,2857,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1287
2014,3010,2855,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1042
2014,3025,2858,U,2 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,536
2014,4975,11678,U,4 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,812
2014,3005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,2
2014,3030,2859,U,2 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,1153
2014,6010,2855,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,733
2014,6005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,8
2014,6005,2854,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,592
2014,6010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,14
2014,4975,11678,U,5 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,1
2014,6015,2856,U,4 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,624
2014,6020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,405
2014,6025,2858,U,5 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,11
2014,6045,7304,U,4 yr Undergrad,CULINARY INSTITUTE OF AMERICA 4YR,PRIVATE,5-INDEPENDENT,38
2014,6030,2859,U,4 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,491
2014,6124,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,116
2014,6122,5208,U,4 yr Undergrad,COLL WESTCHESTER EVE BACH ONLINE,PRIVATE,6-BUS. DEGREE,8
2014,6121,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,38
2014,6140,2795,U,4 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,306
2014,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,403
2014,6018,4799,U,4 yr Undergrad,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,1281
2014,6093,2763,U,4 yr Undergrad,MARIA COLLEGE 4 YR,PRIVATE,5-INDEPENDENT,15
2014,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2921
2014,6445,6438,U,4 yr Undergrad,PHILLIPS BETH ISRAEL NURSING BA,PRIVATE,5-INDEPENDENT,2
2014,6730,8556,U,4 yr Undergrad,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,1359
2014,6315,10727,U,4 yr Undergrad,DEVRY COLLEGEE OF NEW YORK 4YR,PRIVATE,6-BUS. DEGREE,312
2014,6732,2678,U,4 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,178
2014,7121,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR EVE,PRIVATE,6-BUS. DEGREE,110
2014,7030,8556,U,2 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,391
2014,6936,25408,U,4 yr Undergrad,GLOBE INSTITUTE OF TECHNOLOGY 4YR,PRIVATE,6-BUS. DEGREE,35
2014,7124,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,307
2014,6836,2678,U,4 yr Undergrad,BRYANT & STRATTON BBA SYRACUSE,PRIVATE,6-BUS. DEGREE,32
2014,7131,5208,U,2 yr Undergrad,COLL WESTCHESTER ONLINE ASSOC EVE,PRIVATE,6-BUS. DEGREE,6
2014,7491,11647,U,2 yr Undergrad,SANFORD BROWN INSTITUTE,PRIVATE,6-BUS. DEGREE,109
2014,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,4971
2014,7440,12107,U,2 yr Undergrad,INST OF DESIGN & CONSTRUCTION,PRIVATE,6-BUS. DEGREE,8
2014,7510,22195,U,2 yr Undergrad,EMPIRE EDUC CORP (MILDRED ELLEY),PRIVATE,6-BUS. DEGREE,607
2014,7702,20937,U,2 yr Undergrad,LIBI TEACH OUT OF PBC,PRIVATE,6-BUS. DEGREE,229
2014,7518,4799,U,2 yr Undergrad,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,1696
2014,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,4548
2014,7730,2678,U,2 yr Undergrad,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,197
2014,7720,25729,U,2 yr Undergrad,BUSINESS INFORMATICS,PRIVATE,6-BUS. DEGREE,4
2014,7732,2678,U,2 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,910
2014,6270,25994,U,4 yr Undergrad,NY COLL HEALTH PROF 4YR UG,PRIVATE,5-INDEPENDENT,28
2014,7734,2678,U,2 yr Undergrad,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,386
2014,7830,11031,U,2 yr Undergrad,TECHNICAL CAREER INSTITUTES,PRIVATE,6-BUS. DEGREE,1526
2014,7816,31207,U,2 yr Undergrad,THE NY CONSERV FOR DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,19
2014,7833,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE GETZVILLE,PRIVATE,6-BUS. DEGREE,24
2014,7845,4811,U,2 yr Undergrad,EVEREST INSTITUTE,PRIVATE,6-BUS. DEGREE,272
2014,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,547
2014,7837,107329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE LIVERPOOL,PRIVATE,6-BUS. DEGREE,68
2014,295,2731,U,4 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,339
2014,405,2758,U,5 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2014,7895,7405,U,2 yr Undergrad,WOOD TOBE-COBURN SCHOOL,PRIVATE,6-BUS. DEGREE,265
2014,7870,9077,U,2 yr Undergrad,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,117
2014,7863,21634,U,2 yr Undergrad,NEW YORK CAREER INSTITUTE,PRIVATE,6-BUS. DEGREE,150
2014,7901,41256,U,2 yr Undergrad,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,16
2014,7738,20937,U,2 yr Undergrad,LONG ISLAND BUS INST UG SEMESTER,PRIVATE,6-BUS. DEGREE,634
2014,7858,7468,U,4 yr Undergrad,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,406
2014,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,303
2014,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,102
2014,7941,20937,U,2 yr Undergrad,LONG ISLAND BUS INST 2YR TRIMEST,PRIVATE,6-BUS. DEGREE,15
2014,7977,7401,U,2 yr Undergrad,MANDL SCHOOL,PRIVATE,6-BUS. DEGREE,387
2014,8206,37133,U,4 yr Undergrad,BEIS MEDRASH HEICHAL DOVID,PRIVATE,9-CHAPTER XXII,18
2014,8204,41928,U,4 yr Undergrad,BE'ER YAAKOV TALMUDIC SEMINARY,PRIVATE,9-CHAPTER XXII,337
2014,8228,10549,U,4 yr Undergrad,KEHILATH YAKOV RABBINCAL SEMINARY,PRIVATE,9-CHAPTER XXII,87
2014,8210,11922,U,4 yr Undergrad,BETH HATALMUD RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,19
2014,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,69
2014,6144,2812,U,4 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,28
2014,7936,25408,U,2 yr Undergrad,GLOBE INST TECH 2YR,PRIVATE,6-BUS. DEGREE,178
2014,8209,11192,U,4 yr Undergrad,BETH HAMEDRASH SHAAREI YOSHER,PRIVATE,9-CHAPTER XXII,17
2014,6830,2678,U,4 yr Undergrad,BRYANT & STRATTON BBA ALBANY,PRIVATE,6-BUS. DEGREE,11
2014,8266,8614,U,4 yr Undergrad,RABBINCAL COL BOBOVER YESHIV BNEI,PRIVATE,9-CHAPTER XXII,151
2014,8261,3976,U,4 yr Undergrad,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,28
2014,8270,10378,U,4 yr Undergrad,RABBINICAL COLLEGE OF LONG ISLAND,PRIVATE,9-CHAPTER XXII,13
2014,8274,26229,U,4 yr Undergrad,BAIS MEDROSH ELYON,PRIVATE,9-CHAPTER XXII,18
2014,8255,11984,U,4 yr Undergrad,OHR HAMEIR THEOLOGICAL SEMINARY,PRIVATE,9-CHAPTER XXII,23
2014,8270,10378,U,5 yr Undergrad,RABBINICAL COLLEGE OF LONG ISLAND,PRIVATE,9-CHAPTER XXII,4
2014,8288,41155,U,5 yr Undergrad,TALMUDICAL SEMINARY OF BOBOV,PRIVATE,9-CHAPTER XXII,2
2014,8288,41155,U,4 yr Undergrad,TALMUDICAL SEMINARY OF BOBOV,PRIVATE,9-CHAPTER XXII,287
2014,8286,14614,U,4 yr Undergrad,TALMUDICAL INST OF UPSTATE NY,PRIVATE,9-CHAPTER XXII,4
2014,8294,15485,U,4 yr Undergrad,TORAH TEMIMAH TALMUDICAL SEMINARY,PRIVATE,9-CHAPTER XXII,13
2014,8250,2790,U,4 yr Undergrad,NYACK COLLEGE,PRIVATE,9-CHAPTER XXII,38
2014,8280,11076,U,4 yr Undergrad,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,18
2014,8296,11189,U,4 yr Undergrad,UNITED TALMUDICAL SEMINARY,PRIVATE,9-CHAPTER XXII,1645
2014,8310,11997,U,4 yr Undergrad,YESHIVA KARLIN STOLIN,PRIVATE,9-CHAPTER XXII,62
2014,8305,42159,U,4 yr Undergrad,YESHIVA GEDOLAH KESSER TORAH,PRIVATE,9-CHAPTER XXII,14
2014,8312,41381,U,4 yr Undergrad,YESHIVA OF MACHZIKAI HADAS,PRIVATE,9-CHAPTER XXII,223
2014,8319,34963,U,4 yr Undergrad,YESHIVA SHAAREI TORAH OF ROCKLAND,PRIVATE,9-CHAPTER XXII,16
2014,8314,11670,U,4 yr Undergrad,YESHIVA OF NITRA RABBINICAL COLLE,PRIVATE,9-CHAPTER XXII,173
2014,8328,13027,U,4 yr Undergrad,YESHIVATH VIZNITZ,PRIVATE,9-CHAPTER XXII,370
2014,8322,31271,U,4 yr Undergrad,YESHIVAS NOVOMINSK,PRIVATE,9-CHAPTER XXII,40
2014,6698,12358,U,4 yr Undergrad,PLAZA COLLEGE-BA,PRIVATE,6-BUS. DEGREE,47
2014,8300,15993,U,4 yr Undergrad,YESHIVA DERECH CHAIM,PRIVATE,9-CHAPTER XXII,25
2014,8320,41196,U,4 yr Undergrad,YESHIVA OF FAR ROCKWAY DERECH AY,PRIVATE,9-CHAPTER XXII,12
2014,8244,7264,U,4 yr Undergrad,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,127
2014,6025,2858,U,4 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,1884
2014,8237,9335,U,4 yr Undergrad,MESIVTA EASTRN PKWY RABBINICAL CL,PRIVATE,9-CHAPTER XXII,6
2014,3005,2854,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1381
2014,170,2710,U,4 yr Undergrad,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,104
2014,171,2707,U,4 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,595
2014,245,2722,U,4 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1310
2014,215,2718,U,4 yr Undergrad,ELMIRA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,352
2014,960,2668,U,5 yr Undergrad,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,2
2014,965,7109,U,4 yr Undergrad,SUC OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,1826
2014,120,2699,U,5 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2014,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,4
2014,8235,13026,U,4 yr Undergrad,MACHZIKEI HADATH RABBINICAL COLL,PRIVATE,9-CHAPTER XXII,83
2013,410,2759,U,4 yr Undergrad,MANHATTAN SCHOOL OF MUSIC 4 YR UN,PRIVATE,5-INDEPENDENT,19
2013,420,2760,U,4 yr Undergrad,MANHATTANVILLE COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,540
2013,330,2739,U,5 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,6
2013,403,2751,U,4 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3169
2013,345,2744,U,4 yr Undergrad,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,776
2013,295,2731,U,5 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,2
2013,300,2732,U,4 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1363
2013,195,2712,U,5 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,8
2013,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,632
2013,215,2718,U,4 yr Undergrad,ELMIRA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,366
2013,245,2722,U,4 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1266
2013,120,2699,U,5 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4
2013,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,252
2013,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,3
2013,11,2667,U,5 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,15
2013,8328,13027,U,4 yr Undergrad,YESHIVATH VIZNITZ,PRIVATE,9-CHAPTER XXII,378
2013,8324,14615,U,4 yr Undergrad,YESHIVAT MIKDASH MELECH,PRIVATE,9-CHAPTER XXII,10
2013,8322,31271,U,4 yr Undergrad,YESHIVAS NOVOMINSK,PRIVATE,9-CHAPTER XXII,40
2013,8319,34963,U,4 yr Undergrad,YESHIVA SHAAREI TORAH OF ROCKLAND,PRIVATE,9-CHAPTER XXII,22
2013,8310,11997,U,4 yr Undergrad,YESHIVA KARLIN STOLIN,PRIVATE,9-CHAPTER XXII,46
2013,8305,42159,U,4 yr Undergrad,YESHIVA GEDOLAH KESSER TORAH,PRIVATE,9-CHAPTER XXII,16
2013,8300,15993,U,4 yr Undergrad,YESHIVA DERECH CHAIM,PRIVATE,9-CHAPTER XXII,28
2013,8288,41155,U,5 yr Undergrad,TALMUDICAL SEMINARY OF BOBOV,PRIVATE,9-CHAPTER XXII,2
2013,8286,14614,U,4 yr Undergrad,TALMUDICAL INST OF UPSTATE NY,PRIVATE,9-CHAPTER XXII,3
2013,8280,11076,U,4 yr Undergrad,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,21
2013,8274,26229,U,4 yr Undergrad,BAIS MEDROSH ELYON,PRIVATE,9-CHAPTER XXII,7
2013,8264,10943,U,4 yr Undergrad,RABBINICAL COLLEGE BETH SHRAGA,PRIVATE,9-CHAPTER XXII,8
2013,8255,11984,U,4 yr Undergrad,OHR HAMEIR THEOLOGICAL SEMINARY,PRIVATE,9-CHAPTER XXII,18
2013,8246,4798,U,4 yr Undergrad,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,54
2013,8228,10549,U,4 yr Undergrad,KEHILATH YAKOV RABBINCAL SEMINARY,PRIVATE,9-CHAPTER XXII,86
2013,8209,11192,U,4 yr Undergrad,BETH HAMEDRASH SHAAREI YOSHER,PRIVATE,9-CHAPTER XXII,21
2013,8206,37133,U,4 yr Undergrad,BEIS MEDRASH HEICHAL DOVID,PRIVATE,9-CHAPTER XXII,16
2013,8204,41928,U,5 yr Undergrad,BE'ER YAAKOV TALMUDIC SEMINARY,PRIVATE,9-CHAPTER XXII,1
2013,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,33
2013,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,43
2013,7870,9077,U,2 yr Undergrad,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,154
2013,7845,4811,U,2 yr Undergrad,EVEREST INSTITUTE,PRIVATE,6-BUS. DEGREE,333
2013,7839,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE ALBANY,PRIVATE,6-BUS. DEGREE,39
2013,7826,17163,U,2 yr Undergrad,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,402
2013,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,566
2013,7736,2678,U,2 yr Undergrad,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,482
2013,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,1841
2013,7718,4799,U,2 yr Undergrad,MONROE COLLEGE NURSING CERT PROG,PRIVATE,6-BUS. DEGREE,19
2013,7699,12358,U,2 yr Undergrad,PLAZA COLLEGE-2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,364
2013,7518,4799,U,2 yr Undergrad,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,1913
2013,7440,12107,U,2 yr Undergrad,INST OF DESIGN & CONSTRUCTION,PRIVATE,6-BUS. DEGREE,18
2013,7262,20757,U,2 yr Undergrad,BRIARCLIFFE COLL WOODBURY 2YR,PRIVATE,6-BUS. DEGREE,193
2013,7131,5208,U,2 yr Undergrad,COLL WESTCHESTER ONLINE ASSOC EVE,PRIVATE,6-BUS. DEGREE,14
2013,7030,8556,U,2 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,355
