Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Fall Headcount
2010,762,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,18
2010,758,2825,U,4 yr Undergrad,ST JOSEPHS COLL PATCHOGUE UG,PRIVATE,5-INDEPENDENT,1408
2010,755,2825,U,4 yr Undergrad,ST JOSEPHS COLL BROOKLYN 4YR UG,PRIVATE,5-INDEPENDENT,496
2010,751,2823,U,5 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,1
2010,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,4854
2010,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,5-INDEPENDENT,30
2010,735,2821,U,5 yr Undergrad,ST JOHN FISHER COLLEGE UNDERGRAD,PRIVATE,5-INDEPENDENT,7
2010,715,2820,U,4 yr Undergrad,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,1090
2010,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,81
2010,695,2817,U,5 yr Undergrad,ST BONAVENTURE UNIVERSITY UG,PRIVATE,5-INDEPENDENT,9
2010,685,2816,U,4 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,1132
2010,675,2810,U,5 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,11
2010,675,2810,U,4 yr Undergrad,THE SAGE COLLEGES 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,719
2010,670,2808,U,4 yr Undergrad,DAEMEN COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,908
2010,650,2806,U,5 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,10
2010,650,2806,U,4 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3198
2010,641,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COL BSN NON TRAD,PRIVATE,5-INDEPENDENT,39
2010,640,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,678
2010,635,2803,U,5 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,9
2010,635,2803,U,4 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,745
2010,615,2798,U,4 yr Undergrad,PRATT INSTITUTE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,417
2010,610,2796,U,5 yr Undergrad,POLYTECHNIC UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2010,610,2796,U,4 yr Undergrad,POLYTECHNIC UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,804
2010,591,2791,U,4 yr Undergrad,PACE UNIVERSITY WESTCHESTER,PRIVATE,5-INDEPENDENT,923
2010,590,2791,U,4 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1284
2010,575,2790,U,5 yr Undergrad,NYACK COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3
2010,560,2788,U,5 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6
2010,560,2788,U,4 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1297
2010,555,2785,U,5 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,32
2010,555,2785,U,4 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2414
2010,555,2785,U,2 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,40
2010,550,20690,U,4 yr Undergrad,NEW YORK SCHOOL INTERIOR DESIGN,PRIVATE,5-INDEPENDENT,21
2010,541,34433,U,4 yr Undergrad,NY COLL TRAD CHINESE MEDICINE,PRIVATE,5-INDEPENDENT,7
2010,535,20662,U,4 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,494
2010,525,2779,U,5 yr Undergrad,NAZARETH COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2010,525,2779,U,4 yr Undergrad,NAZARETH COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1051
2010,505,2777,U,4 yr Undergrad,MEDAILLE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,998
2010,505,2777,U,2 yr Undergrad,MEDAILLE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,29
2010,500,2775,U,5 yr Undergrad,MOLLOY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5
2010,455,12203,U,2 yr Undergrad,ST PETERS HOSP COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,8
2010,447,2769,U,5 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,2
2010,447,2769,U,4 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,247
2010,440,2765,U,5 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,13
2010,440,2765,U,4 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,844
2010,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,5-INDEPENDENT,35
2010,420,2760,U,4 yr Undergrad,MANHATTANVILLE COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,498
2010,405,2758,U,5 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7
2010,405,2758,U,4 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,949
2010,403,2751,U,5 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,98
2010,403,2751,U,2 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2010,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,5-INDEPENDENT,22
2010,375,2748,U,5 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2
2010,355,40953,U,4 yr Undergrad,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,16
2010,345,2744,U,4 yr Undergrad,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,770
2010,340,2742,U,4 yr Undergrad,JUILLIARD SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,27
2010,330,2739,U,5 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,9
2010,330,2739,U,4 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,1356
2010,327,2737,U,4 yr Undergrad,IONA COLL UNDERGRAD EVENING TRIME,PRIVATE,5-INDEPENDENT,4
2010,325,2737,U,5 yr Undergrad,IONA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2010,305,2734,U,4 yr Undergrad,HOUGHTON COLLEGE,PRIVATE,5-INDEPENDENT,477
2010,300,2732,U,5 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,11
2010,300,2732,U,4 yr Undergrad,HOFSTRA UNIV 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1505
2010,295,2731,U,4 yr Undergrad,HOBART AND WILLIAM SMITH COLLS 4Y,PRIVATE,5-INDEPENDENT,433
2010,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,5-INDEPENDENT,64
2010,285,2729,U,4 yr Undergrad,HARTWICK COLLEGE,PRIVATE,5-INDEPENDENT,603
2010,245,2722,U,5 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,54
2010,245,2722,U,4 yr Undergrad,FORDHAM UNIVERSITY,PRIVATE,5-INDEPENDENT,1452
2010,215,2718,U,4 yr Undergrad,ELMIRA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,412
2010,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,5-INDEPENDENT,11
2010,195,2712,U,5 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7
2010,195,2712,U,4 yr Undergrad,D'YOUVILLE COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,683
2010,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,37
2010,175,2711,U,4 yr Undergrad,CORNELL UNIVERSITY,PRIVATE,5-INDEPENDENT,1319
2010,174,2711,U,5 yr Undergrad,CORNELL UNIV STATUTORY COLLEGES,PUBLIC,3-SUNY SO,1
2010,174,2711,U,4 yr Undergrad,CORNELL UNIV STATUTORY COLLEGES,PUBLIC,3-SUNY SO,185
2010,170,2710,U,4 yr Undergrad,COOPER UNION ADVNCMT SCI ART,PRIVATE,5-INDEPENDENT,85
2010,168,2707,U,5 yr Undergrad,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,3
2010,168,2707,U,4 yr Undergrad,COLUMBIA UNIV SCH ENGINEERING,PRIVATE,5-INDEPENDENT,136
2010,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,8
2010,155,2708,U,4 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,313
2010,150,2707,U,4 yr Undergrad,COLUMBIA UNIV,PRIVATE,5-INDEPENDENT,297
2010,140,2705,U,5 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,7
2010,140,2705,U,4 yr Undergrad,COLLEGE OF SAINT ROSE 4YR UG,PRIVATE,5-INDEPENDENT,1377
2010,136,2704,U,4 yr Undergrad,COLL OF NEW ROCHELLE NEW RESOURCE,PRIVATE,5-INDEPENDENT,2066
2010,130,2703,U,4 yr Undergrad,COL OF MT ST VINCENT 4YR SEM,PRIVATE,5-INDEPENDENT,805
2010,120,2699,U,5 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5
2010,120,2699,U,4 yr Undergrad,CLARKSON UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1060
2010,90,2681,U,5 yr Undergrad,CANISIUS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,13
2010,55,21068,U,2 yr Undergrad,BRAMSON ORT COLLEGE,PRIVATE,5-INDEPENDENT,518
2010,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,5-INDEPENDENT,3
2010,35,2671,U,5 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1
2010,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,21
2010,20,2668,U,5 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,20
2010,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,600
2010,11,2667,U,5 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9
2010,11,2667,U,4 yr Undergrad,DOWLING COLLEGE  4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,957
2010,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1745
2010,7833,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE GETZVILLE,PRIVATE,6-BUS. DEGREE,194
2010,7858,7468,U,4 yr Undergrad,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,493
2010,7880,22652,U,2 yr Undergrad,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,618
2010,7959,23256,U,2 yr Undergrad,NEW YORK INST OF ENGLISH&BUSINESS,PRIVATE,7-BUS. NON-DEG,96
2009,7510,22195,U,2 yr Undergrad,EMPIRE EDUC CORP (MILDRED ELLEY),PRIVATE,6-BUS. DEGREE,367
2009,7480,8495,U,2 yr Undergrad,JAMESTOWN BUSINESS COLL 2 YR ASSO,PRIVATE,6-BUS. DEGREE,208
2009,7732,2678,U,2 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,1064
2009,7837,107329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE LIVERPOOL,PRIVATE,6-BUS. DEGREE,169
2009,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,379
2009,7895,7405,U,2 yr Undergrad,WOOD TOBE-COBURN SCHOOL,PRIVATE,6-BUS. DEGREE,325
2009,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,186
2009,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,192
2009,7977,7401,U,2 yr Undergrad,MANDL SCHOOL,PRIVATE,6-BUS. DEGREE,324
2009,7959,23256,U,2 yr Undergrad,NEW YORK INST OF ENGLISH&BUSINESS,PRIVATE,7-BUS. NON-DEG,88
2009,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,30
2009,7941,20937,U,2 yr Undergrad,LONG ISLAND BUS INST 2YR TRIMEST,PRIVATE,6-BUS. DEGREE,64
2009,7936,25408,U,2 yr Undergrad,GLOBE INST TECH 2YR,PRIVATE,6-BUS. DEGREE,188
2009,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,33
2009,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,457
2009,7880,22652,U,2 yr Undergrad,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,567
2009,7874,23065,U,2 yr Undergrad,PROFESSIONAL BUSINESS COLLEGE,PRIVATE,5-INDEPENDENT,628
2009,7870,9077,U,2 yr Undergrad,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,240
2009,7863,21634,U,2 yr Undergrad,NEW YORK CAREER INSTITUTE,PRIVATE,6-BUS. DEGREE,253
2009,7858,7468,U,4 yr Undergrad,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,543
2009,7845,4811,U,2 yr Undergrad,EVEREST INSTITUTE,PRIVATE,6-BUS. DEGREE,855
2009,7839,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE ALBANY,PRIVATE,6-BUS. DEGREE,122
2009,7833,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE GETZVILLE,PRIVATE,6-BUS. DEGREE,241
2009,7830,11031,U,2 yr Undergrad,TECHNICAL CAREER INSTITUTES,PRIVATE,6-BUS. DEGREE,2683
2009,7826,17163,U,2 yr Undergrad,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,494
2009,7738,20937,U,2 yr Undergrad,LONG ISLAND BUS INST UG SEMESTER,PRIVATE,6-BUS. DEGREE,602
2009,7736,2678,U,2 yr Undergrad,BRYANT & STRATTON SYRACUSE,PRIVATE,6-BUS. DEGREE,861
2009,7734,2678,U,2 yr Undergrad,BRYANT & STRATTON ROCHESTER,PRIVATE,6-BUS. DEGREE,426
2009,7730,2678,U,2 yr Undergrad,BRYANT & STRATTON ALBANY,PRIVATE,6-BUS. DEGREE,437
2009,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,2663
2009,7720,25729,U,2 yr Undergrad,BUSINESS INFORMATICS,PRIVATE,6-BUS. DEGREE,29
2009,7718,4799,U,2 yr Undergrad,MONROE COLLEGE NURSING CERT PROG,PRIVATE,6-BUS. DEGREE,17
2009,7699,12358,U,2 yr Undergrad,PLAZA COLLEGE-2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,524
2009,7690,9003,U,2 yr Undergrad,OLEAN BUSINESS INST,PRIVATE,6-BUS. DEGREE,31
2009,7518,4799,U,2 yr Undergrad,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,2796
2009,7491,11647,U,2 yr Undergrad,SANFORD BROWN INSTITUTE,PRIVATE,6-BUS. DEGREE,321
2009,7486,7398,U,2 yr Undergrad,KATHARINE GIBBS SCHOOL NYC,PRIVATE,6-BUS. DEGREE,23
2009,7481,8495,U,4 yr Undergrad,JAMESTOWN BUSINESS COLL 4 YR BBA,PRIVATE,5-INDEPENDENT,20
2009,7440,12107,U,2 yr Undergrad,INST OF DESIGN & CONSTRUCTION,PRIVATE,6-BUS. DEGREE,53
2009,7264,20757,U,2 yr Undergrad,BRIARCLIFFE COLL-BOHEMIA 2YR,PRIVATE,6-BUS. DEGREE,305
2009,7262,20757,U,2 yr Undergrad,BRIARCLIFFE COLL WOODBURY 2YR,PRIVATE,6-BUS. DEGREE,363
2009,7260,9043,U,2 yr Undergrad,ELMIRA BUSINESS INST,PRIVATE,6-BUS. DEGREE,246
2009,7124,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR,PRIVATE,6-BUS. DEGREE,493
2009,7121,5208,U,2 yr Undergrad,COLL WESTCHESTER 2YR EVE,PRIVATE,6-BUS. DEGREE,157
2009,7045,10837,U,2 yr Undergrad,SIMMONS INSTITUTE FUNERAL SERVICE,PRIVATE,6-BUS. DEGREE,12
2009,7036,7421,U,2 yr Undergrad,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,15
2009,7035,7421,U,2 yr Undergrad,BERKELEY COLL OF WHITE PLAINS 2YR,PRIVATE,6-BUS. DEGREE,37
2009,7031,7394,U,2 yr Undergrad,BERKELEY COLL OF NYC - EVE 2YR UG,PRIVATE,6-BUS. DEGREE,103
2009,7030,8556,U,2 yr Undergrad,BERKELEY COLLEGE 2YR,PRIVATE,6-BUS. DEGREE,222
2009,6736,7421,U,4 yr Undergrad,BERKELEY COLL OF WHITE PLAINS EVE,PRIVATE,6-BUS. DEGREE,36
2009,6735,7421,U,4 yr Undergrad,BERKELEY COLL OF WHITE PLAINS 4YR,PRIVATE,6-BUS. DEGREE,247
2009,6732,2678,U,4 yr Undergrad,BRYANT & STRATTON BUFFALO,PRIVATE,6-BUS. DEGREE,116
2009,6730,8556,U,4 yr Undergrad,BERKELEY COLLEGE 4YR,PRIVATE,6-BUS. DEGREE,1179
2009,6698,12358,U,4 yr Undergrad,PLAZA COLLEGE-BA,PRIVATE,6-BUS. DEGREE,51
2009,6315,10727,U,4 yr Undergrad,DEVRY COLLEGEE OF NEW YORK 4YR,PRIVATE,6-BUS. DEGREE,430
2009,6262,20757,U,4 yr Undergrad,BRIARCLIFFE COLLEGE 4YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,360
2009,6140,2795,U,4 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,284
2009,6124,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA DAY,PRIVATE,6-BUS. DEGREE,38
2009,6121,5208,U,4 yr Undergrad,COLL WESTCHESTER 4YR BBA EVE,PRIVATE,6-BUS. DEGREE,53
2009,6045,7304,U,4 yr Undergrad,CULINARY INSTITUTE OF AMERICA 4YR,PRIVATE,5-INDEPENDENT,46
2009,6030,2859,U,5 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,2
2009,6030,2859,U,4 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,287
2009,6025,2858,U,4 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,1151
2009,6020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,5
2009,6020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,278
2009,6018,4799,U,4 yr Undergrad,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,1118
2009,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,2
2009,6015,2856,U,4 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,457
2009,6010,2855,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,370
2009,6005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1
2009,6005,2854,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,420
2009,5965,2791,G,Grad,PACE UNIVERSITY-DOCTORAL GRAD,PRIVATE,5-INDEPENDENT,5
2009,5920,21700,G,Grad,SWEDISH INSTITUTE GRAD,PRIVATE,6-BUS. DEGREE,8
2009,5915,20754,G,Grad,KELLER GRAD SCHOOL OF MANAGEMENT,PRIVATE,6-BUS. DEGREE,8
2009,5870,25994,G,Grad,NY COLLEGE OF HEALTH PROFESSIONS,PRIVATE,5-INDEPENDENT,17
2009,5858,7468,G,Grad,SCHOOL OF VISUAL ARTS-GRAD,PRIVATE,6-BUS. DEGREE,31
2009,5835,17230,G,Grad,TRI-STATE COLLEGE OF ACUPUNCTURE,PRIVATE,6-BUS. DEGREE,9
2009,5820,2883,G,Grad,SYRACUSE UNIVERSITY UTICA COLLEGE,PRIVATE,5-INDEPENDENT,22
2009,5805,2777,G,Grad,MEDAILLE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,42
2009,5799,2834,G,Grad,EXCELSIOR COLLEGE GRAD,PRIVATE,5-INDEPENDENT,1
2009,5795,2885,G,Grad,ALBANY COLLEGE OF PHARMACY GRAD,PRIVATE,5-INDEPENDENT,57
2009,5780,2739,G,Grad,ITHACA COLLEGE PHYS/OCC THERAPY,PRIVATE,5-INDEPENDENT,7
2009,5775,2808,G,Grad,DAEMEN COLLEGE GRAD,PRIVATE,5-INDEPENDENT,41
2009,5765,26001,G,Grad,NEW YORK ACADEMY OF ART,PRIVATE,5-INDEPENDENT,4
2009,5755,2748,G,Grad,LEMOYNE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,12
2009,5750,2866,G,Grad,FASHION INST TECHNOLOGY-GRAD,PUBLIC,4-SUNY CC,8
2009,5745,2671,G,Grad,BARD COLLEGE- GRAD,PRIVATE,5-INDEPENDENT,13
2009,5730,2805,G,Grad,ROBERTS WESLEYAN COLLEGE-GRAD,PRIVATE,5-INDEPENDENT,29
2009,5720,2712,G,Grad,D'YOUVILLE COLLEGE-GRAD,PRIVATE,5-INDEPENDENT,58
2009,5695,11678,G,Grad,SUNY POLYTECHNIC INST GRAD,PUBLIC,3-SUNY SO,13
2009,5685,2779,G,Grad,NAZARETH COLLEGE GRAD,PRIVATE,5-INDEPENDENT,59
2009,5675,6791,G,Grad,SUC PURCHASE-GRAD,PUBLIC,3-SUNY SO,6
2009,5674,7026,G,Grad,MT SINAI SCHOOL OF MEDICINE,PRIVATE,5-INDEPENDENT,32
2009,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,9
2009,5660,2707,G,Grad,COLUMBIA UNIV  ARCHITECTURE GRAD,PRIVATE,5-INDEPENDENT,16
2009,5655,2707,G,Grad,COLUMBIA  UNIV ENGINEER GRAD,PRIVATE,5-INDEPENDENT,3
2009,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,49
2009,5642,2737,G,Grad,IONA COLLEGE GRAD SECONDARY EDUC,PRIVATE,5-INDEPENDENT,5
2009,5640,2737,G,Grad,IONA COLLEGE GRAD,PRIVATE,5-INDEPENDENT,7
2009,5635,2760,G,Grad,MANHATTANVILLE COLLEGE GRAD,PRIVATE,5-INDEPENDENT,8
2009,5625,2842,G,Grad,SUC BUFFALO GRAD,PUBLIC,3-SUNY SO,41
2009,5615,2850,G,Grad,SUC POTSDAM GRAD,PUBLIC,3-SUNY SO,50
2009,5610,2849,G,Grad,SUNY PLATTSBURGH GRAD,PUBLIC,3-SUNY SO,47
2009,5605,2843,G,Grad,SUC CORTLAND GRAD,PUBLIC,3-SUNY SO,39
2009,5590,2847,G,Grad,SUC ONEONTA GRAD,PUBLIC,3-SUNY SO,7
2009,5585,2844,G,Grad,SUC FREDONIA GRAD,PUBLIC,3-SUNY SO,21
2009,5580,2722,G,Grad,FORDHAM U SCHOOL OF LAW,PRIVATE,5-INDEPENDENT,83
2009,5568,9929,G,Grad,SUNY COLLEGE OF OPTOMETRY,PUBLIC,3-SUNY SO,52
2009,5565,2846,G,Grad,SUC NEW PALTZ GRAD,PUBLIC,3-SUNY SO,39
2009,5560,2668,G,Grad,SUC CERAMICS AT ALFRED UNIV GRAD,PUBLIC,3-SUNY SO,1
2009,5555,2851,G,Grad,SUC ENV SCI&FORESTRY GRAD,PUBLIC,3-SUNY SO,25
2009,5550,2669,G,Grad,BANK ST COLL OF EDUC,PRIVATE,5-INDEPENDENT,16
2009,5546,24601,G,Grad,UNIV OF ROCHESTER - SCHOOL OF M&D,PRIVATE,5-INDEPENDENT,3
2009,5545,24601,G,Grad,UNIV OF ROCHESTER - MED SCHOOL,PRIVATE,5-INDEPENDENT,32
2009,5540,2840,G,Grad,SUNY UPSTATE MEDICAL UNIV. (GRAD),PUBLIC,3-SUNY SO,145
2009,5536,2839,G,Grad,SUNY DOWNSTATE MED CENTER GRAD,PUBLIC,3-SUNY SO,6
2009,5535,2839,G,Grad,SUNY DOWNSTATE MEDICAL CENTER MED,PUBLIC,3-SUNY SO,191
2009,5530,2785,G,Grad,NEW YORK U SCH OF MEDICINE GRAD,PRIVATE,5-INDEPENDENT,26
2009,5520,2784,G,Grad,NEW YORK MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,62
2009,5515,2783,G,Grad,NEW YORK LAW SCHOOL,PRIVATE,5-INDEPENDENT,97
2009,5505,2707,G,Grad,COLUMBIA UNIV SOC WORK GRAD,PRIVATE,5-INDEPENDENT,27
2009,5495,2707,G,Grad,COLUMBIA UNIV LAW GRAD,PRIVATE,5-INDEPENDENT,44
2009,5490,2707,G,Grad,COLUMBIA UNIV JOURNALISM GRAD,PRIVATE,5-INDEPENDENT,6
2009,5489,2707,G,Grad,COLUMBIA UNIV PHYSICAL/OCCUP THER,PRIVATE,5-INDEPENDENT,12
2009,5488,2707,G,Grad,COLUMBIA UNIV PUB HEALTH/NUTRITIO,PRIVATE,5-INDEPENDENT,17
2009,5487,2707,G,Grad,COLUMBIA UNIV DENTISTRY GRAD,PRIVATE,5-INDEPENDENT,22
2009,5486,2707,G,Grad,COLUMBIA UNIV NURSING GRAD,PRIVATE,5-INDEPENDENT,5
2009,5480,2677,G,Grad,BROOKLYN LAW SCHOOL,PRIVATE,5-INDEPENDENT,92
