DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,5,Gen Ed,64,2,32,32,32
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,5,ICT,31,1,31,31,31
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,Gen Ed,58,2,29,29,29
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,ICT,28,1,28,28,28
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,Gen Ed,59,2,29.5,29,30
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,ICT,28,1,28,28,28
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,Gen Ed,60,2,30,30,30
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,ICT,29,1,29,29,29
32K045,PS/IS 045 HORACE E GREENE,K,Gen Ed,63,3,21,19,22
32K045,PS/IS 045 HORACE E GREENE,1,Gen Ed,61,3,20.3,19,22
32K045,PS/IS 045 HORACE E GREENE,2,Gen Ed,66,3,22,21,23
32K045,PS/IS 045 HORACE E GREENE,3,Gen Ed,41,2,20.5,19,22
32K045,PS/IS 045 HORACE E GREENE,3,ICT,24,1,24,24,24
32K045,PS/IS 045 HORACE E GREENE,4,Gen Ed,47,2,23.5,23,24
32K045,PS/IS 045 HORACE E GREENE,4,ICT,27,1,27,27,27
32K045,PS/IS 045 HORACE E GREENE,5,Gen Ed,50,2,25,24,26
32K045,PS/IS 045 HORACE E GREENE,5,ICT,28,1,28,28,28
32K045,PS/IS 045 HORACE E GREENE,6,Gen Ed,46,2,23,21,25
32K045,PS/IS 045 HORACE E GREENE,6,ICT,23,1,23,23,23
32K045,PS/IS 045 HORACE E GREENE,7,Gen Ed,47,2,23.5,22,25
32K045,PS/IS 045 HORACE E GREENE,7,ICT,21,1,21,21,21
32K045,PS/IS 045 HORACE E GREENE,8,Gen Ed,39,2,19.5,18,21
32K045,PS/IS 045 HORACE E GREENE,8,ICT,21,1,21,21,21
32K075,PS 075 MAYDA CORTIELLA,K,Gen Ed,22,1,22,22,22
32K075,PS 075 MAYDA CORTIELLA,K,ICT,21,1,21,21,21
32K075,PS 075 MAYDA CORTIELLA,1,Gen Ed,25,1,25,25,25
32K075,PS 075 MAYDA CORTIELLA,1,ICT,24,1,24,24,24
32K075,PS 075 MAYDA CORTIELLA,2,Gen Ed,27,1,27,27,27
32K075,PS 075 MAYDA CORTIELLA,2,ICT,22,1,22,22,22
32K075,PS 075 MAYDA CORTIELLA,3,Gen Ed,26,1,26,26,26
32K075,PS 075 MAYDA CORTIELLA,3,ICT,22,1,22,22,22
32K075,PS 075 MAYDA CORTIELLA,4,Gen Ed,27,1,27,27,27
32K075,PS 075 MAYDA CORTIELLA,4,ICT,28,1,28,28,28
32K075,PS 075 MAYDA CORTIELLA,5,Gen Ed,22,1,22,22,22
32K075,PS 075 MAYDA CORTIELLA,5,ICT,23,1,23,23,23
32K086,PS 086 THE IRVINGTON,K,Gen Ed,57,3,19,19,19
32K086,PS 086 THE IRVINGTON,1,Gen Ed,44,2,22,22,22
32K086,PS 086 THE IRVINGTON,1,ICT,23,1,23,23,23
32K086,PS 086 THE IRVINGTON,2,Gen Ed,49,2,24.5,22,27
32K086,PS 086 THE IRVINGTON,2,ICT,26,1,26,26,26
32K086,PS 086 THE IRVINGTON,3,Gen Ed,29,1,29,29,29
32K086,PS 086 THE IRVINGTON,3,ICT,28,1,28,28,28
32K086,PS 086 THE IRVINGTON,4,Gen Ed,26,1,26,26,26
32K086,PS 086 THE IRVINGTON,4,ICT,28,1,28,28,28
32K086,PS 086 THE IRVINGTON,5,Gen Ed,31,1,31,31,31
32K086,PS 086 THE IRVINGTON,5,ICT,32,1,32,32,32
32K106,PS 106 EDWARD EVERETT HALE,K,Gen Ed,33,2,16.5,15,18
32K106,PS 106 EDWARD EVERETT HALE,K,ICT,13,1,13,13,13
32K106,PS 106 EDWARD EVERETT HALE,1,Gen Ed,40,2,20,18,22
32K106,PS 106 EDWARD EVERETT HALE,1,ICT,19,1,19,19,19
32K106,PS 106 EDWARD EVERETT HALE,2,Gen Ed,54,3,18,14,21
32K106,PS 106 EDWARD EVERETT HALE,2,ICT,17,1,17,17,17
32K106,PS 106 EDWARD EVERETT HALE,3,Gen Ed,17,1,17,17,17
32K106,PS 106 EDWARD EVERETT HALE,3,ICT,24,1,24,24,24
32K106,PS 106 EDWARD EVERETT HALE,4,Gen Ed,23,1,23,23,23
32K106,PS 106 EDWARD EVERETT HALE,4,ICT,24,1,24,24,24
32K106,PS 106 EDWARD EVERETT HALE,5,Gen Ed,35,2,17.5,16,19
32K106,PS 106 EDWARD EVERETT HALE,5,ICT,19,1,19,19,19
32K116,PS 116 ELIZABETH L FARRELL,K,Gen Ed,25,1,25,25,25
32K116,PS 116 ELIZABETH L FARRELL,K,ICT,23,1,23,23,23
32K116,PS 116 ELIZABETH L FARRELL,1,Gen Ed,31,2,15.5,13,18
32K116,PS 116 ELIZABETH L FARRELL,1,ICT,15,1,15,15,15
32K116,PS 116 ELIZABETH L FARRELL,2,Gen Ed,42,2,21,20,22
32K116,PS 116 ELIZABETH L FARRELL,2,ICT,22,1,22,22,22
32K116,PS 116 ELIZABETH L FARRELL,3,Gen Ed,44,2,22,20,24
32K116,PS 116 ELIZABETH L FARRELL,3,ICT,23,1,23,23,23
32K116,PS 116 ELIZABETH L FARRELL,4,Gen Ed,44,2,22,22,22
32K116,PS 116 ELIZABETH L FARRELL,4,ICT,31,1,31,31,31
32K116,PS 116 ELIZABETH L FARRELL,5,Gen Ed,20,1,20,20,20
32K116,PS 116 ELIZABETH L FARRELL,5,ICT,57,2,28.5,27,30
32K123,PS 123 SUYDAM,K,Gen Ed,58,3,19.3,15,24
32K123,PS 123 SUYDAM,K,ICT,17,1,17,17,17
32K123,PS 123 SUYDAM,1,Gen Ed,58,3,19.3,18,21
32K123,PS 123 SUYDAM,1,ICT,19,1,19,19,19
32K123,PS 123 SUYDAM,2,Gen Ed,72,3,24,20,26
32K123,PS 123 SUYDAM,2,ICT,25,1,25,25,25
32K123,PS 123 SUYDAM,3,Gen Ed,99,4,24.8,23,26
32K123,PS 123 SUYDAM,3,ICT,25,1,25,25,25
32K123,PS 123 SUYDAM,4,Gen Ed,62,3,20.7,17,25
32K123,PS 123 SUYDAM,4,ICT,21,1,21,21,21
32K123,PS 123 SUYDAM,5,Gen Ed,80,3,26.7,19,32
32K123,PS 123 SUYDAM,5,ICT,29,1,29,29,29
32K145,PS 145 ANDREW JACKSON,K,Gen Ed,68,3,22.7,22,23
32K145,PS 145 ANDREW JACKSON,K,ICT,22,1,22,22,22
32K145,PS 145 ANDREW JACKSON,1,Gen Ed,57,3,19,17,22
32K145,PS 145 ANDREW JACKSON,1,ICT,21,1,21,21,21
32K145,PS 145 ANDREW JACKSON,2,Gen Ed,47,2,23.5,20,27
32K145,PS 145 ANDREW JACKSON,2,ICT,28,1,28,28,28
32K145,PS 145 ANDREW JACKSON,3,Gen Ed,43,2,21.5,21,22
32K145,PS 145 ANDREW JACKSON,3,ICT,42,2,21,20,22
32K145,PS 145 ANDREW JACKSON,4,Gen Ed,73,3,24.3,23,26
32K145,PS 145 ANDREW JACKSON,4,ICT,27,1,27,27,27
32K145,PS 145 ANDREW JACKSON,5,Gen Ed,47,2,23.5,23,24
32K145,PS 145 ANDREW JACKSON,5,ICT,48,2,24,21,27
32K151,PS 151 LYNDON B JOHNSON,K,Gen Ed,17,1,17,17,17
32K151,PS 151 LYNDON B JOHNSON,K,ICT,22,1,22,22,22
32K151,PS 151 LYNDON B JOHNSON,1,Gen Ed,30,2,15,11,19
32K151,PS 151 LYNDON B JOHNSON,1,ICT,21,1,21,21,21
32K151,PS 151 LYNDON B JOHNSON,2,Gen Ed,31,2,15.5,13,18
32K151,PS 151 LYNDON B JOHNSON,2,ICT,20,1,20,20,20
32K151,PS 151 LYNDON B JOHNSON,3,Gen Ed,16,1,16,16,16
32K151,PS 151 LYNDON B JOHNSON,3,ICT,25,1,25,25,25
32K151,PS 151 LYNDON B JOHNSON,4,Gen Ed,21,1,21,21,21
32K151,PS 151 LYNDON B JOHNSON,4,ICT,26,1,26,26,26
32K151,PS 151 LYNDON B JOHNSON,5,Gen Ed,25,1,25,25,25
32K151,PS 151 LYNDON B JOHNSON,5,ICT,21,1,21,21,21
32K162,JHS 162 THE WILLOUGHBY,6,Gen Ed,47,2,23.5,23,24
32K162,JHS 162 THE WILLOUGHBY,6,ICT,29,1,29,29,29
32K162,JHS 162 THE WILLOUGHBY,7,Gen Ed,58,3,19.3,18,20
32K162,JHS 162 THE WILLOUGHBY,7,ICT,45,2,22.5,20,25
32K162,JHS 162 THE WILLOUGHBY,8,Gen Ed,60,2,30,30,30
32K162,JHS 162 THE WILLOUGHBY,8,ICT,89,3,29.7,29,30
32K274,PS 274 KOSCIUSKO,K,Gen Ed,49,2,24.5,24,25
32K274,PS 274 KOSCIUSKO,1,Gen Ed,61,2,30.5,30,31
32K274,PS 274 KOSCIUSKO,2,Gen Ed,32,1,32,32,32
32K274,PS 274 KOSCIUSKO,2,ICT,32,1,32,32,32
32K274,PS 274 KOSCIUSKO,3,Gen Ed,45,2,22.5,21,24
32K274,PS 274 KOSCIUSKO,3,ICT,26,1,26,26,26
32K274,PS 274 KOSCIUSKO,4,Gen Ed,50,2,25,25,25
32K274,PS 274 KOSCIUSKO,5,Gen Ed,59,2,29.5,29,30
32K291,JHS 291 ROLAND HAYES,6,Gen Ed,32,2,16,12,20
32K291,JHS 291 ROLAND HAYES,6,ICT,47,2,23.5,20,27
32K291,JHS 291 ROLAND HAYES,7,Gen Ed,60,3,20,15,23
32K291,JHS 291 ROLAND HAYES,7,ICT,21,1,21,21,21
32K291,JHS 291 ROLAND HAYES,8,Gen Ed,67,3,22.3,16,26
32K291,JHS 291 ROLAND HAYES,8,ICT,28,1,28,28,28
32K299,PS 299 THOMAS WARREN FIELD,K,Gen Ed,25,1,25,25,25
32K299,PS 299 THOMAS WARREN FIELD,1,Gen Ed,42,2,21,20,22
32K299,PS 299 THOMAS WARREN FIELD,2,Gen Ed,47,2,23.5,21,26
32K299,PS 299 THOMAS WARREN FIELD,3,Gen Ed,17,1,17,17,17
32K299,PS 299 THOMAS WARREN FIELD,3,ICT,19,1,19,19,19
32K299,PS 299 THOMAS WARREN FIELD,4,Gen Ed,28,1,28,28,28
32K299,PS 299 THOMAS WARREN FIELD,4,ICT,20,1,20,20,20
32K299,PS 299 THOMAS WARREN FIELD,5,Gen Ed,33,1,33,33,33
32K347,IS 347 SCHOOL OF HUMANITIES,6,Gen Ed,71,3,23.7,19,27
32K347,IS 347 SCHOOL OF HUMANITIES,6,ICT,20,1,20,20,20
32K347,IS 347 SCHOOL OF HUMANITIES,7,Gen Ed,76,3,25.3,24,28
32K347,IS 347 SCHOOL OF HUMANITIES,7,ICT,22,1,22,22,22
32K347,IS 347 SCHOOL OF HUMANITIES,8,Gen Ed,54,2,27,27,27
32K347,IS 347 SCHOOL OF HUMANITIES,8,ICT,27,1,27,27,27
32K349,"IS 349 MATH, SCIENCE & TECH",6,Gen Ed,82,4,20.5,19,22
32K349,"IS 349 MATH, SCIENCE & TECH",6,ICT,30,1,30,30,30
32K349,"IS 349 MATH, SCIENCE & TECH",7,Gen Ed,73,3,24.3,22,28
32K349,"IS 349 MATH, SCIENCE & TECH",7,ICT,22,1,22,22,22
32K349,"IS 349 MATH, SCIENCE & TECH",8,Gen Ed,69,3,23,21,24
32K376,PS 376,K,Gen Ed,61,3,20.3,18,22
32K376,PS 376,1,Gen Ed,63,3,21,20,22
32K376,PS 376,2,Gen Ed,22,1,22,22,22
32K376,PS 376,2,G&T,20,1,20,20,20
32K376,PS 376,2,ICT,42,2,21,20,22
32K376,PS 376,3,Gen Ed,74,3,24.7,23,26
32K376,PS 376,3,G&T,17,1,17,17,17
32K376,PS 376,4,Gen Ed,68,3,22.7,22,24
32K376,PS 376,4,G&T,23,1,23,23,23
32K376,PS 376,5,Gen Ed,45,2,22.5,20,25
32K376,PS 376,5,G&T,22,1,22,22,22
32K376,PS 376,5,ICT,26,1,26,26,26
32K377,PS 377 ALEJANDRINA B DE GAUTIER,K,Gen Ed,19,1,19,19,19
32K377,PS 377 ALEJANDRINA B DE GAUTIER,1,Gen Ed,19,1,19,19,19
32K377,PS 377 ALEJANDRINA B DE GAUTIER,2,Gen Ed,19,1,19,19,19
32K377,PS 377 ALEJANDRINA B DE GAUTIER,3,Gen Ed,17,1,17,17,17
32K377,PS 377 ALEJANDRINA B DE GAUTIER,4,Gen Ed,33,2,16.5,12,21
32K377,PS 377 ALEJANDRINA B DE GAUTIER,5,Gen Ed,27,1,27,27,27
32K377,PS 377 ALEJANDRINA B DE GAUTIER,6,ICT,29,1,29,29,29
32K377,PS 377 ALEJANDRINA B DE GAUTIER,7,Gen Ed,21,1,21,21,21
32K377,PS 377 ALEJANDRINA B DE GAUTIER,7,ICT,20,1,20,20,20
32K377,PS 377 ALEJANDRINA B DE GAUTIER,8,ICT,34,1,34,34,34
32K383,JHS 383 PHILIPPA SCHUYLER,5,Gen Ed,39,2,19.5,19,20
32K383,JHS 383 PHILIPPA SCHUYLER,6,Gen Ed,179,7,25.6,23,28
32K383,JHS 383 PHILIPPA SCHUYLER,6,ICT,75,3,25,25,25
32K383,JHS 383 PHILIPPA SCHUYLER,7,Gen Ed,201,7,28.7,27,30
32K383,JHS 383 PHILIPPA SCHUYLER,7,ICT,59,2,29.5,29,30
32K383,JHS 383 PHILIPPA SCHUYLER,8,Gen Ed,215,8,26.9,22,30
32K383,JHS 383 PHILIPPA SCHUYLER,8,ICT,55,2,27.5,26,29
32K384,PS /IS 384 FRANCES E CARTER,K,Gen Ed,41,2,20.5,19,22
32K384,PS /IS 384 FRANCES E CARTER,1,Gen Ed,44,2,22,22,22
32K384,PS /IS 384 FRANCES E CARTER,2,Gen Ed,34,2,17,15,19
32K384,PS /IS 384 FRANCES E CARTER,3,Gen Ed,43,2,21.5,20,23
32K384,PS /IS 384 FRANCES E CARTER,4,Gen Ed,28,1,28,28,28
32K384,PS /IS 384 FRANCES E CARTER,4,ICT,27,1,27,27,27
32K384,PS /IS 384 FRANCES E CARTER,5,Gen Ed,24,1,24,24,24
32K384,PS /IS 384 FRANCES E CARTER,5,ICT,21,1,21,21,21
32K384,PS /IS 384 FRANCES E CARTER,6,Gen Ed,48,2,24,23,25
32K384,PS /IS 384 FRANCES E CARTER,7,Gen Ed,52,2,26,25,27
32K384,PS /IS 384 FRANCES E CARTER,8,Gen Ed,52,2,26,23,29
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,6,Gen Ed,60,2,30,30,30
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,7,Gen Ed,61,2,30.5,30,31
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,8,Gen Ed,59,2,29.5,29,30
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,6,Gen Ed,91,4,22.8,20,25
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,6,ICT,22,1,22,22,22
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,7,Gen Ed,57,2,28.5,27,30
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,7,ICT,61,2,30.5,30,31
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,8,Gen Ed,46,2,23,21,25
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,8,ICT,44,2,22,22,22
01M019,PS 019 ASHER LEVY,K-8 SC,SC 12:1:1,23,2,11.5,11,12
01M020,PS 020 ANNA SILVER,K-8 SC,SC 12:1:1,35,3,11.7,10,13
01M110,PS 110 FLORENCE NIGHTINGALE,K-8 SC,SC 12:1:1,10,1,10,10,10
01M134,PS 134 HENRIETTA SZOLD,K-8 SC,SC 12:1:1,31,3,10.3,9,12
01M140,PS 140 NATHAN STRAUS,K-8 SC,SC 12:1:1,45,5,9,4,12
01M142,PS 142 AMALIA CASTRO,K-8 SC,SC 12:1:1,33,3,11,8,13
01M188,PS 188 THE ISLAND SCHOOL,K-8 SC,SC 12:1:1,18,1,18,18,18
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,K-8 SC,SC 12:1:1,22,2,11,10,12
01M378,SCHOOL FOR GLOBAL LEADERS,K-8 SC,SC 12:1,11,1,11,11,11
01M378,SCHOOL FOR GLOBAL LEADERS,K-8 SC,SC 12:1:1,23,2,11.5,11,12
01M450,EAST SIDE COMMUNITY SCHOOL,K-8 SC,SC 12:1:1,2,1,2,2,2
02M001,PS 001 ALFRED E SMITH,K-8 SC,SC 12:1:1,10,1,10,10,10
02M002,PS 002 MEYER LONDON,K-8 SC,SC 12:1:1,16,2,8,5,11
02M003,PS 003 CHARRETTE SCHOOL,K-8 SC,SC 12:1:1,2,1,2,2,2
02M033,PS 033 CHELSEA PREP,K-8 SC,SC 12:1,26,2,13,12,14
02M104,JHS 104 SIMON BARUCH,K-8 SC,SC 12:1,22,3,7.3,5,12
02M111,PS 111 ADOLPH S OCHS,K-8 SC,SC 12:1,10,1,10,10,10
02M111,PS 111 ADOLPH S OCHS,K-8 SC,SC 12:1:1,5,1,5,5,5
02M130,PS 130 HERNANDO DE SOTO,K-8 SC,SC 12:1,8,1,8,8,8
02M130,PS 130 HERNANDO DE SOTO,K-8 SC,SC 12:1:1,4,1,4,4,4
02M131,MS 131,K-8 SC,SC 12:1,35,3,11.7,9,13
02M217,PS/IS 217 ROOSEVELT ISLAND,K-8 SC,SC 12:1:1,4,1,4,4,4
03M054,JHS 054 BOOKER T WASHINGTON,K-8 SC,SC 12:1,32,3,10.7,10,12
03M075,PS 075 EMILY DICKINSON,K-8 SC,SC 12:1:1,18,2,9,8,10
03M076,PS 076 A PHILIP RANDOLPH,K-8 SC,SC 12:1:1,23,2,11.5,9,14
03M084,PS 084 LILLIAN WEBER,K-8 SC,SC 12:1:1,24,3,8,5,11
03M145,"PS 145, THE BLOOMINGDALE SCHOOL",K-8 SC,SC 12:1:1,32,3,10.7,8,12
03M149,PS 149 SOJOURNER TRUTH,K-8 SC,SC 12:1:1,23,3,7.7,6,10
03M165,PS 165 ROBERT E SIMON,K-8 SC,SC 12:1:1,26,3,8.7,8,10
03M185,PS 185 - THE EARLY CHILDHOOD DISCOVERY AND DESIGN MAGNET SCHOOL,K-8 SC,SC 12:1:1,12,1,12,12,12
03M191,PS 191 AMSTERDAM,K-8 SC,SC 12:1:1,30,3,10,8,12
03M199,PS 199 JESSIE ISADOR STRAUS,K-8 SC,SC 12:1:1,11,1,11,11,11
03M208,PS 208 ALAIN L LOCKE,K-8 SC,SC 12:1,12,1,12,12,12
03M208,PS 208 ALAIN L LOCKE,K-8 SC,SC 12:1:1,10,1,10,10,10
03M241,STEM INSTITUTE OF MANHATTAN,K-8 SC,SC 12:1:1,12,1,12,12,12
03M242,PS 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,K-8 SC,SC 12:1:1,5,1,5,5,5
03M245,MS M245 THE COMPUTER SCHOOL,K-8 SC,SC 12:1,5,1,5,5,5
03M258,COMMUNITY ACTION SCHOOL - MS 258,K-8 SC,SC 12:1:1,4,1,4,4,4
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,K-8 SC,SC 12:1:1,2,1,2,2,2
03M421,WEST PREP ACADEMY,K-8 SC,SC 12:1:1,12,1,12,12,12
03M862,MOTT HALL II,K-8 SC,SC 12:1:1,12,1,12,12,12
04M007,PS 007 SAMUEL STERN,K-8 SC,SC 12:1:1,2,1,2,2,2
04M038,PS 38 ROBERTO CLEMENTE,K-8 SC,SC 12:1,11,1,11,11,11
04M038,PS 38 ROBERTO CLEMENTE,K-8 SC,SC 12:1:1,7,1,7,7,7
04M057,JAMES WELDON JOHNSON,K-8 SC,SC 12:1:1,61,6,10.2,5,13
04M072,THE LEXINGTON ACADEMY,K-8 SC,SC 12:1,10,1,10,10,10
04M072,THE LEXINGTON ACADEMY,K-8 SC,SC 12:1:1,33,3,11,10,12
04M083,PS 083 LUIS MUNOZ RIVERA,K-8 SC,SC 12:1,7,1,7,7,7
04M083,PS 083 LUIS MUNOZ RIVERA,K-8 SC,SC 12:1:1,25,2,12.5,12,13
04M096,PS 096 JOSEPH LANZETTA,K-8 SC,SC 12:1:1,27,3,9,6,13
04M102,PS 102 JACQUES CARTIER,K-8 SC,SC 12:1:1,34,3,11.3,8,13
04M108,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,K-8 SC,SC 12:1:1,34,3,11.3,10,12
04M112,PS 112 JOSE CELSO BARBOSA,K-8 SC,SC 12:1:1,12,1,12,12,12
04M112,PS 112 JOSE CELSO BARBOSA,K-8 SC,SC 6:1:1,3,1,3,3,3
04M146,PS 146 ANN M SHORT,K-8 SC,SC 12:1,21,2,10.5,9,12
04M146,PS 146 ANN M SHORT,K-8 SC,SC 12:1:1,24,2,12,11,13
04M155,PS 155 WILLIAM PACA,K-8 SC,SC 12:1,12,1,12,12,12
04M155,PS 155 WILLIAM PACA,K-8 SC,SC 12:1:1,11,1,11,11,11
04M206,PS 206 JOSE CELSO BARBOSA,K-8 SC,SC 12:1:1,25,3,8.3,6,10
04M224,MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,K-8 SC,SC 12:1:1,30,3,10,8,12
04M372,ESPERANZA PREPARATORY ACADEMY,K-8 SC,SC 12:1:1,9,1,9,9,9
04M375,MOSAIC PREPARATORY ACADEMY,K-8 SC,SC 12:1:1,35,3,11.7,11,12
04M377,RENAISSANCE SCHOOL OF THE ARTS,K-8 SC,SC 12:1:1,6,1,6,6,6
04M406,GLOBAL TECHNOLOGY PREPARATORY,K-8 SC,SC 12:1:1,7,1,7,7,7
05M030,PS 030 HERNANDEZ/HUGHES,K-8 SC,SC 12:1:1,26,3,8.7,8,9
05M036,PS 036 MARGARET DOUGLAS,K-8 SC,SC 12:1,12,1,12,12,12
05M036,PS 036 MARGARET DOUGLAS,K-8 SC,SC 12:1:1,51,4,12.8,11,14
05M046,PS 046 ARTHUR TAPPAN,K-8 SC,SC 12:1:1,77,8,9.6,7,12
05M092,PS 092 MARY MCLEOD BETHUNE,K-8 SC,SC 12:1:1,25,3,8.3,8,9
05M123,PS 123 MAHALIA JACKSON,K-8 SC,SC 12:1:1,39,4,9.8,3,13
05M125,PS 125 RALPH BUNCHE,K-8 SC,SC 12:1:1,36,3,12,11,13
05M129,PS 129 JOHN H FINLEY,K-8 SC,SC 12:1,23,3,7.7,3,11
05M129,PS 129 JOHN H FINLEY,K-8 SC,SC 12:1:1,35,4,8.8,6,11
05M133,PS 133 FRED R MOORE,K-8 SC,SC 12:1:1,14,2,7,6,8
05M133,PS 133 FRED R MOORE,K-8 SC,SC 8:1:1,41,6,6.8,5,8
05M154,PS 154 HARRIET TUBMAN,K-8 SC,SC 12:1:1,35,3,11.7,11,12
05M161,PS 161 PEDRO ALBIZU CAMPOS,K-8 SC,SC 12:1:1,75,6,12.5,11,14
05M175,PS 175 HENRY H GARNET,K-8 SC,SC 12:1:1,23,3,7.7,6,9
05M197,PS 197 JOHN B RUSSWURM,K-8 SC,SC 12:1:1,32,3,10.7,9,12
05M200,PS 200- THE JAMES MCCUNE SMITH SCHOOL,K-8 SC,SC 12:1:1,33,4,8.3,5,11
05M286,IS M286 RENAISSANCE LEADERSHIP ACADEMY,K-8 SC,SC 12:1:1,24,3,8,4,11
05M302,KAPPA IV,K-8 SC,SC 12:1,12,1,12,12,12
05M302,KAPPA IV,K-8 SC,SC 12:1:1,10,1,10,10,10
05M362,COLUMBIA SECONDARY SCHOOL,K-8 SC,SC 12:1:1,11,3,3.7,3,5
05M499,FREDERICK DOUGLASS ACADEMY,K-8 SC,SC 12:1,28,3,9.3,8,11
05M514,NEW DESIGN MIDDLE SCHOOL,K-8 SC,SC 12:1:1,20,2,10,8,12
06M004,PS 004 DUKE ELLINGTON,K-8 SC,SC 12:1,29,3,9.7,8,12
06M004,PS 004 DUKE ELLINGTON,K-8 SC,SC 12:1:1,7,1,7,7,7
06M005,PS 005 ELLEN LURIE,K-8 SC,SC 12:1,30,3,10,7,12
06M005,PS 005 ELLEN LURIE,K-8 SC,SC 12:1:1,12,1,12,12,12
06M008,PS 008 LUIS BELLIARD,K-8 SC,SC 12:1:1,28,3,9.3,8,10
06M018,PS 018 PARK TERRACE,K-8 SC,SC 12:1:1,35,3,11.7,10,14
06M028,PS 028 WRIGHT BROTHERS,K-8 SC,SC 12:1,22,3,7.3,5,9
06M028,PS 028 WRIGHT BROTHERS,K-8 SC,SC 12:1:1,44,6,7.3,6,9
06M048,PS 048 PO MICHAEL J BUCZEK,K-8 SC,SC 12:1:1,38,3,12.7,11,15
06M052,JHS 052 INWOOD,K-8 SC,SC 12:1:1,16,2,8,7,9
06M098,PS 098 SHORAC KAPPOCK,K-8 SC,SC 12:1:1,32,3,10.7,8,12
06M115,PS 115 ALEXANDER HUMBOLDT,K-8 SC,SC 12:1,10,1,10,10,10
06M115,PS 115 ALEXANDER HUMBOLDT,K-8 SC,SC 12:1:1,35,3,11.7,11,12
06M128,PS 128 AUDUBON,K-8 SC,SC 12:1,17,2,8.5,7,10
06M128,PS 128 AUDUBON,K-8 SC,SC 12:1:1,29,3,9.7,8,12
06M132,PS 132 JUAN PABLO DUARTE,K-8 SC,SC 12:1:1,48,4,12,12,12
06M143,JHS 143 ELEANOR ROOSEVELT,K-8 SC,SC 12:1,20,2,10,9,11
06M143,JHS 143 ELEANOR ROOSEVELT,K-8 SC,SC 12:1:1,22,2,11,10,12
06M152,PS 152 DYCKMAN VALLEY,K-8 SC,SC 12:1:1,48,4,12,12,12
06M153,PS 153 ADAM CLAYTON POWELL,K-8 SC,SC 12:1:1,23,3,7.7,4,11
06M173,PS 173,K-8 SC,SC 12:1:1,34,3,11.3,10,12
06M187,PS/IS 187 HUDSON CLIFFS,K-8 SC,SC 12:1,5,1,5,5,5
06M187,PS/IS 187 HUDSON CLIFFS,K-8 SC,SC 12:1:1,10,1,10,10,10
06M189,PS 189,K-8 SC,SC 12:1,27,3,9,7,12
06M189,PS 189,K-8 SC,SC 12:1:1,20,2,10,10,10
06M192,PS 192 JACOB H SCHIFF,K-8 SC,SC 12:1:1,54,5,10.8,10,12
06M223,THE MOTT HALL SCHOOL,K-8 SC,SC 12:1:1,9,1,9,9,9
06M278,PAULA HEDBAVNY SCHOOL,K-8 SC,SC 12:1,25,2,12.5,12,13
06M311,AMISTAD DUAL LANGUAGE SCHOOL,K-8 SC,SC 12:1,2,1,2,2,2
06M319,MS 319 - MARIA TERESA,K-8 SC,SC 12:1,29,3,9.7,9,10
06M319,MS 319 - MARIA TERESA,K-8 SC,SC 12:1:1,12,1,12,12,12
06M322,MIDDLE SCHOOL 322,K-8 SC,SC 12:1,12,1,12,12,12
06M322,MIDDLE SCHOOL 322,K-8 SC,SC 12:1:1,12,1,12,12,12
06M324,MS 324 - PATRIA MIRABAL,K-8 SC,SC 12:1,20,2,10,7,13
06M324,MS 324 - PATRIA MIRABAL,K-8 SC,SC 12:1:1,19,2,9.5,5,14
06M328,MS 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,K-8 SC,SC 12:1,20,2,10,8,12
06M328,MS 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,K-8 SC,SC 12:1:1,18,2,9,7,11
