DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
02M089,PS 89,K,ICT,24,1,24,24,24
02M089,PS 89,1,Gen Ed,41,2,20.5,20,21
02M089,PS 89,1,ICT,23,1,23,23,23
02M089,PS 89,2,Gen Ed,27,1,27,27,27
02M089,PS 89,2,ICT,26,1,26,26,26
02M089,PS 89,3,Gen Ed,30,1,30,30,30
02M089,PS 89,3,ICT,32,1,32,32,32
02M089,PS 89,4,Gen Ed,25,1,25,25,25
02M089,PS 89,4,ICT,51,2,25.5,25,26
02M089,PS 89,5,Gen Ed,45,2,22.5,22,23
02M104,JHS 104 SIMON BARUCH,6,Gen Ed,279,9,31,25,33
02M104,JHS 104 SIMON BARUCH,6,ICT,83,3,27.7,23,32
02M104,JHS 104 SIMON BARUCH,7,Gen Ed,255,8,31.9,30,33
02M104,JHS 104 SIMON BARUCH,7,ICT,117,4,29.3,28,31
02M104,JHS 104 SIMON BARUCH,8,Gen Ed,256,8,32,31,33
02M104,JHS 104 SIMON BARUCH,8,ICT,120,4,30,29,33
02M111,PS 111 ADOLPH S OCHS,K,Gen Ed,38,2,19,19,19
02M111,PS 111 ADOLPH S OCHS,K,G&T,19,1,19,19,19
02M111,PS 111 ADOLPH S OCHS,1,G&T,14,1,14,14,14
02M111,PS 111 ADOLPH S OCHS,1,ICT,31,1,31,31,31
02M111,PS 111 ADOLPH S OCHS,2,Gen Ed,25,1,25,25,25
02M111,PS 111 ADOLPH S OCHS,2,G&T,26,1,26,26,26
02M111,PS 111 ADOLPH S OCHS,2,ICT,25,1,25,25,25
02M111,PS 111 ADOLPH S OCHS,3,G&T,21,1,21,21,21
02M111,PS 111 ADOLPH S OCHS,3,ICT,30,1,30,30,30
02M111,PS 111 ADOLPH S OCHS,4,Gen Ed,28,2,14,11,17
02M111,PS 111 ADOLPH S OCHS,4,ICT,23,1,23,23,23
02M111,PS 111 ADOLPH S OCHS,5,Gen Ed,27,1,27,27,27
02M111,PS 111 ADOLPH S OCHS,5,ICT,24,1,24,24,24
02M114,EAST SIDE MIDDLE SCHOOL,6,Gen Ed,92,3,30.7,29,32
02M114,EAST SIDE MIDDLE SCHOOL,6,ICT,56,2,28,27,29
02M114,EAST SIDE MIDDLE SCHOOL,7,Gen Ed,94,3,31.3,31,32
02M114,EAST SIDE MIDDLE SCHOOL,7,ICT,54,2,27,27,27
02M114,EAST SIDE MIDDLE SCHOOL,8,Gen Ed,96,3,32,32,32
02M114,EAST SIDE MIDDLE SCHOOL,8,ICT,56,2,28,28,28
02M116,PS 116 MARY LINDLEY MURRAY,K,Gen Ed,65,3,21.7,19,23
02M116,PS 116 MARY LINDLEY MURRAY,K,ICT,21,1,21,21,21
02M116,PS 116 MARY LINDLEY MURRAY,1,Gen Ed,55,2,27.5,27,28
02M116,PS 116 MARY LINDLEY MURRAY,1,ICT,27,1,27,27,27
02M116,PS 116 MARY LINDLEY MURRAY,2,Gen Ed,46,2,23,23,23
02M116,PS 116 MARY LINDLEY MURRAY,2,ICT,21,1,21,21,21
02M116,PS 116 MARY LINDLEY MURRAY,3,Gen Ed,55,2,27.5,27,28
02M116,PS 116 MARY LINDLEY MURRAY,3,ICT,29,1,29,29,29
02M116,PS 116 MARY LINDLEY MURRAY,4,Gen Ed,50,2,25,25,25
02M116,PS 116 MARY LINDLEY MURRAY,4,ICT,25,1,25,25,25
02M116,PS 116 MARY LINDLEY MURRAY,5,Gen Ed,68,3,22.7,22,24
02M116,PS 116 MARY LINDLEY MURRAY,5,ICT,25,1,25,25,25
02M124,PS 124 YUNG WING,K,Gen Ed,50,2,25,25,25
02M124,PS 124 YUNG WING,K,G&T,25,1,25,25,25
02M124,PS 124 YUNG WING,K,ICT,25,1,25,25,25
02M124,PS 124 YUNG WING,1,Gen Ed,59,2,29.5,28,31
02M124,PS 124 YUNG WING,1,G&T,29,1,29,29,29
02M124,PS 124 YUNG WING,1,ICT,30,1,30,30,30
02M124,PS 124 YUNG WING,2,Gen Ed,52,2,26,26,26
02M124,PS 124 YUNG WING,2,G&T,32,1,32,32,32
02M124,PS 124 YUNG WING,2,ICT,29,1,29,29,29
02M124,PS 124 YUNG WING,3,Gen Ed,45,2,22.5,22,23
02M124,PS 124 YUNG WING,3,G&T,32,1,32,32,32
02M124,PS 124 YUNG WING,3,ICT,26,1,26,26,26
02M124,PS 124 YUNG WING,4,Gen Ed,45,2,22.5,21,24
02M124,PS 124 YUNG WING,4,G&T,28,1,28,28,28
02M124,PS 124 YUNG WING,4,ICT,22,1,22,22,22
02M124,PS 124 YUNG WING,5,Gen Ed,80,3,26.7,26,27
02M124,PS 124 YUNG WING,5,G&T,30,1,30,30,30
02M124,PS 124 YUNG WING,5,ICT,29,1,29,29,29
02M126,PS 126 JACOB AUGUST RIIS,K,Gen Ed,49,2,24.5,24,25
02M126,PS 126 JACOB AUGUST RIIS,K,ICT,24,1,24,24,24
02M126,PS 126 JACOB AUGUST RIIS,1,Gen Ed,29,1,29,29,29
02M126,PS 126 JACOB AUGUST RIIS,1,ICT,29,1,29,29,29
02M126,PS 126 JACOB AUGUST RIIS,2,Gen Ed,28,1,28,28,28
02M126,PS 126 JACOB AUGUST RIIS,2,ICT,30,1,30,30,30
02M126,PS 126 JACOB AUGUST RIIS,3,Gen Ed,47,2,23.5,22,25
02M126,PS 126 JACOB AUGUST RIIS,3,ICT,25,1,25,25,25
02M126,PS 126 JACOB AUGUST RIIS,4,Gen Ed,46,2,23,22,24
02M126,PS 126 JACOB AUGUST RIIS,4,ICT,21,1,21,21,21
02M126,PS 126 JACOB AUGUST RIIS,5,Gen Ed,54,2,27,26,28
02M126,PS 126 JACOB AUGUST RIIS,5,ICT,27,1,27,27,27
02M126,PS 126 JACOB AUGUST RIIS,6,Gen Ed,90,3,30,29,31
02M126,PS 126 JACOB AUGUST RIIS,6,ICT,30,1,30,30,30
02M126,PS 126 JACOB AUGUST RIIS,7,Gen Ed,82,3,27.3,26,28
02M126,PS 126 JACOB AUGUST RIIS,7,ICT,30,1,30,30,30
02M126,PS 126 JACOB AUGUST RIIS,8,Gen Ed,85,3,28.3,27,29
02M126,PS 126 JACOB AUGUST RIIS,8,ICT,27,1,27,27,27
02M130,PS 130 HERNANDO DE SOTO,K,Gen Ed,110,5,22,20,25
02M130,PS 130 HERNANDO DE SOTO,K,G&T,23,1,23,23,23
02M130,PS 130 HERNANDO DE SOTO,1,Gen Ed,83,3,27.7,27,28
02M130,PS 130 HERNANDO DE SOTO,1,G&T,32,1,32,32,32
02M130,PS 130 HERNANDO DE SOTO,2,Gen Ed,101,4,25.3,22,32
02M130,PS 130 HERNANDO DE SOTO,2,ICT,22,1,22,22,22
02M130,PS 130 HERNANDO DE SOTO,3,Gen Ed,72,3,24,23,25
02M130,PS 130 HERNANDO DE SOTO,3,G&T,57,2,28.5,25,32
02M130,PS 130 HERNANDO DE SOTO,3,ICT,23,1,23,23,23
02M130,PS 130 HERNANDO DE SOTO,4,Gen Ed,121,4,30.3,29,31
02M130,PS 130 HERNANDO DE SOTO,4,G&T,29,1,29,29,29
02M130,PS 130 HERNANDO DE SOTO,4,ICT,24,1,24,24,24
02M130,PS 130 HERNANDO DE SOTO,5,Gen Ed,141,5,28.2,27,31
02M130,PS 130 HERNANDO DE SOTO,5,ICT,25,1,25,25,25
02M131,MS 131,6,Gen Ed,92,4,23,15,31
02M131,MS 131,6,ICT,26,1,26,26,26
02M131,MS 131,7,Gen Ed,127,5,25.4,21,28
02M131,MS 131,7,ICT,28,1,28,28,28
02M131,MS 131,8,Gen Ed,101,4,25.3,18,31
02M131,MS 131,8,ICT,21,1,21,21,21
02M150,PS 150,K,Gen Ed,29,1,29,29,29
02M150,PS 150,1,Gen Ed,30,1,30,30,30
02M150,PS 150,2,Gen Ed,28,1,28,28,28
02M150,PS 150,3,Gen Ed,30,1,30,30,30
02M150,PS 150,4,Gen Ed,25,1,25,25,25
02M150,PS 150,5,Gen Ed,27,1,27,27,27
02M151,YORKVILLE COMMUNITY SCHOOL,K,Gen Ed,44,2,22,22,22
02M151,YORKVILLE COMMUNITY SCHOOL,K,ICT,23,1,23,23,23
02M151,YORKVILLE COMMUNITY SCHOOL,1,Gen Ed,42,2,21,21,21
02M151,YORKVILLE COMMUNITY SCHOOL,1,ICT,42,2,21,21,21
02M151,YORKVILLE COMMUNITY SCHOOL,2,Gen Ed,27,1,27,27,27
02M151,YORKVILLE COMMUNITY SCHOOL,2,ICT,49,2,24.5,24,25
02M151,YORKVILLE COMMUNITY SCHOOL,3,ICT,71,3,23.7,22,25
02M151,YORKVILLE COMMUNITY SCHOOL,4,Gen Ed,23,1,23,23,23
02M151,YORKVILLE COMMUNITY SCHOOL,4,ICT,69,3,23,22,24
02M151,YORKVILLE COMMUNITY SCHOOL,5,Gen Ed,26,1,26,26,26
02M151,YORKVILLE COMMUNITY SCHOOL,5,ICT,56,2,28,27,29
02M158,PS 158 BAYARD TAYLOR,K,Gen Ed,119,5,23.8,23,25
02M158,PS 158 BAYARD TAYLOR,K,ICT,21,1,21,21,21
02M158,PS 158 BAYARD TAYLOR,1,Gen Ed,92,3,30.7,29,32
02M158,PS 158 BAYARD TAYLOR,1,ICT,31,1,31,31,31
02M158,PS 158 BAYARD TAYLOR,2,Gen Ed,57,2,28.5,28,29
02M158,PS 158 BAYARD TAYLOR,2,ICT,57,2,28.5,28,29
02M158,PS 158 BAYARD TAYLOR,3,Gen Ed,65,2,32.5,32,33
02M158,PS 158 BAYARD TAYLOR,3,ICT,66,2,33,33,33
02M158,PS 158 BAYARD TAYLOR,4,Gen Ed,53,2,26.5,26,27
02M158,PS 158 BAYARD TAYLOR,4,ICT,54,2,27,27,27
02M158,PS 158 BAYARD TAYLOR,5,Gen Ed,52,2,26,26,26
02M158,PS 158 BAYARD TAYLOR,5,ICT,55,2,27.5,27,28
02M167,JHS 167 ROBERT F WAGNER,6,Gen Ed,334,11,30.4,24,33
02M167,JHS 167 ROBERT F WAGNER,6,ICT,115,4,28.8,28,29
02M167,JHS 167 ROBERT F WAGNER,7,Gen Ed,311,10,31.1,26,33
02M167,JHS 167 ROBERT F WAGNER,7,ICT,143,5,28.6,26,31
02M167,JHS 167 ROBERT F WAGNER,8,Gen Ed,275,9,30.6,27,33
02M167,JHS 167 ROBERT F WAGNER,8,ICT,153,5,30.6,30,31
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,Gen Ed,25,1,25,25,25
02M177,YORKVILLE EAST MIDDLE SCHOOL,6,ICT,50,2,25,24,26
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,Gen Ed,25,1,25,25,25
02M177,YORKVILLE EAST MIDDLE SCHOOL,7,ICT,51,2,25.5,25,26
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,Gen Ed,28,1,28,28,28
02M177,YORKVILLE EAST MIDDLE SCHOOL,8,ICT,54,2,27,25,29
02M183,PS 183 ROBERT L STEVENSON,K,Gen Ed,76,3,25.3,24,26
02M183,PS 183 ROBERT L STEVENSON,K,ICT,25,1,25,25,25
02M183,PS 183 ROBERT L STEVENSON,1,Gen Ed,82,3,27.3,27,28
02M183,PS 183 ROBERT L STEVENSON,1,ICT,26,1,26,26,26
02M183,PS 183 ROBERT L STEVENSON,2,Gen Ed,64,2,32,32,32
02M183,PS 183 ROBERT L STEVENSON,2,ICT,32,1,32,32,32
02M183,PS 183 ROBERT L STEVENSON,3,Gen Ed,55,2,27.5,27,28
02M183,PS 183 ROBERT L STEVENSON,3,ICT,29,1,29,29,29
02M183,PS 183 ROBERT L STEVENSON,4,Gen Ed,49,2,24.5,24,25
02M183,PS 183 ROBERT L STEVENSON,4,ICT,24,1,24,24,24
02M183,PS 183 ROBERT L STEVENSON,5,Gen Ed,56,2,28,28,28
02M183,PS 183 ROBERT L STEVENSON,5,ICT,29,1,29,29,29
02M198,PS 198 ISADOR E IDA STRAUS,K,Gen Ed,23,1,23,23,23
02M198,PS 198 ISADOR E IDA STRAUS,K,G&T,25,1,25,25,25
02M198,PS 198 ISADOR E IDA STRAUS,K,ICT,22,1,22,22,22
02M198,PS 198 ISADOR E IDA STRAUS,1,Gen Ed,21,1,21,21,21
02M198,PS 198 ISADOR E IDA STRAUS,1,G&T,24,1,24,24,24
02M198,PS 198 ISADOR E IDA STRAUS,1,ICT,22,1,22,22,22
02M198,PS 198 ISADOR E IDA STRAUS,2,G&T,30,1,30,30,30
02M198,PS 198 ISADOR E IDA STRAUS,2,ICT,56,2,28,28,28
02M198,PS 198 ISADOR E IDA STRAUS,3,G&T,25,1,25,25,25
02M198,PS 198 ISADOR E IDA STRAUS,3,ICT,32,1,32,32,32
02M198,PS 198 ISADOR E IDA STRAUS,4,G&T,29,1,29,29,29
02M198,PS 198 ISADOR E IDA STRAUS,4,ICT,32,1,32,32,32
02M198,PS 198 ISADOR E IDA STRAUS,5,Gen Ed,24,1,24,24,24
02M198,PS 198 ISADOR E IDA STRAUS,5,G&T,19,1,19,19,19
02M198,PS 198 ISADOR E IDA STRAUS,5,ICT,23,1,23,23,23
02M212,PS 212 MIDTOWN WEST,K,Gen Ed,54,2,27,26,28
02M212,PS 212 MIDTOWN WEST,1,Gen Ed,57,2,28.5,28,29
02M212,PS 212 MIDTOWN WEST,2,Gen Ed,54,2,27,26,28
02M212,PS 212 MIDTOWN WEST,3,Gen Ed,56,2,28,28,28
02M212,PS 212 MIDTOWN WEST,4,Gen Ed,53,2,26.5,26,27
02M212,PS 212 MIDTOWN WEST,5,Gen Ed,57,2,28.5,28,29
02M217,PS/IS 217 ROOSEVELT ISLAND,K,Gen Ed,73,3,24.3,24,25
02M217,PS/IS 217 ROOSEVELT ISLAND,K,G&T,25,1,25,25,25
02M217,PS/IS 217 ROOSEVELT ISLAND,1,Gen Ed,48,2,24,23,25
02M217,PS/IS 217 ROOSEVELT ISLAND,1,G&T,31,1,31,31,31
02M217,PS/IS 217 ROOSEVELT ISLAND,2,Gen Ed,48,2,24,23,25
02M217,PS/IS 217 ROOSEVELT ISLAND,2,G&T,32,1,32,32,32
02M217,PS/IS 217 ROOSEVELT ISLAND,3,Gen Ed,53,2,26.5,24,29
02M217,PS/IS 217 ROOSEVELT ISLAND,3,G&T,32,1,32,32,32
02M217,PS/IS 217 ROOSEVELT ISLAND,4,Gen Ed,74,3,24.7,23,26
02M217,PS/IS 217 ROOSEVELT ISLAND,4,G&T,27,1,27,27,27
02M217,PS/IS 217 ROOSEVELT ISLAND,5,Gen Ed,33,1,33,33,33
02M217,PS/IS 217 ROOSEVELT ISLAND,5,G&T,26,1,26,26,26
02M217,PS/IS 217 ROOSEVELT ISLAND,6,Gen Ed,32,1,32,32,32
02M217,PS/IS 217 ROOSEVELT ISLAND,7,Gen Ed,22,1,22,22,22
02M217,PS/IS 217 ROOSEVELT ISLAND,8,Gen Ed,21,1,21,21,21
02M225,ELLA BAKER SCHOOL,K,Gen Ed,22,1,22,22,22
02M225,ELLA BAKER SCHOOL,K,ICT,23,1,23,23,23
02M225,ELLA BAKER SCHOOL,1,Gen Ed,22,2,11,11,11
02M225,ELLA BAKER SCHOOL,1,ICT,9,1,9,9,9
02M225,ELLA BAKER SCHOOL,2,Gen Ed,23,2,11.5,11,12
02M225,ELLA BAKER SCHOOL,2,ICT,13,1,13,13,13
02M225,ELLA BAKER SCHOOL,3,Gen Ed,26,2,13,12,14
02M225,ELLA BAKER SCHOOL,3,ICT,12,1,12,12,12
02M225,ELLA BAKER SCHOOL,4,Gen Ed,20,2,10,9,11
02M225,ELLA BAKER SCHOOL,4,ICT,12,1,12,12,12
02M225,ELLA BAKER SCHOOL,5,ICT,39,2,19.5,19,20
02M225,ELLA BAKER SCHOOL,6,Gen Ed,7,1,7,7,7
02M225,ELLA BAKER SCHOOL,7,ICT,25,2,12.5,11,14
02M225,ELLA BAKER SCHOOL,8,ICT,21,2,10.5,9,12
02M234,PS 234 INDEPENDENCE SCHOOL,K,Gen Ed,85,4,21.3,19,23
02M234,PS 234 INDEPENDENCE SCHOOL,K,ICT,22,1,22,22,22
02M234,PS 234 INDEPENDENCE SCHOOL,1,Gen Ed,48,2,24,23,25
02M234,PS 234 INDEPENDENCE SCHOOL,1,ICT,53,2,26.5,26,27
02M234,PS 234 INDEPENDENCE SCHOOL,2,Gen Ed,97,4,24.3,23,25
02M234,PS 234 INDEPENDENCE SCHOOL,2,ICT,24,1,24,24,24
02M234,PS 234 INDEPENDENCE SCHOOL,3,Gen Ed,54,2,27,27,27
02M234,PS 234 INDEPENDENCE SCHOOL,3,ICT,53,2,26.5,26,27
02M234,PS 234 INDEPENDENCE SCHOOL,4,Gen Ed,74,3,24.7,24,26
02M234,PS 234 INDEPENDENCE SCHOOL,4,ICT,25,1,25,25,25
02M234,PS 234 INDEPENDENCE SCHOOL,5,Gen Ed,54,2,27,27,27
02M234,PS 234 INDEPENDENCE SCHOOL,5,ICT,53,2,26.5,25,28
02M255,MS 255 SALK SCHOOL OF SCIENCE,6,Gen Ed,65,2,32.5,32,33
02M255,MS 255 SALK SCHOOL OF SCIENCE,6,ICT,65,2,32.5,32,33
02M255,MS 255 SALK SCHOOL OF SCIENCE,7,Gen Ed,64,2,32,31,33
02M255,MS 255 SALK SCHOOL OF SCIENCE,7,ICT,64,2,32,32,32
02M255,MS 255 SALK SCHOOL OF SCIENCE,8,Gen Ed,64,2,32,32,32
02M255,MS 255 SALK SCHOOL OF SCIENCE,8,ICT,64,2,32,32,32
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,6,Gen Ed,65,2,32.5,32,33
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,6,ICT,32,1,32,32,32
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,7,Gen Ed,67,2,33.5,33,34
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,7,ICT,32,1,32,32,32
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,8,Gen Ed,64,2,32,32,32
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,8,ICT,33,1,33,33,33
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",K,Gen Ed,70,3,23.3,22,24
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",K,ICT,23,1,23,23,23
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",1,Gen Ed,51,2,25.5,25,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",1,ICT,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",2,Gen Ed,49,2,24.5,24,25
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",2,ICT,23,1,23,23,23
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3,Gen Ed,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",3,ICT,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",4,Gen Ed,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",4,ICT,27,1,27,27,27
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",5,Gen Ed,26,1,26,26,26
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",5,ICT,24,1,24,24,24
02M276,BATTERY PARK CITY SCHOOL,K,Gen Ed,71,3,23.7,22,25
02M276,BATTERY PARK CITY SCHOOL,K,ICT,24,1,24,24,24
02M276,BATTERY PARK CITY SCHOOL,1,Gen Ed,23,1,23,23,23
02M276,BATTERY PARK CITY SCHOOL,1,ICT,67,3,22.3,22,23
02M276,BATTERY PARK CITY SCHOOL,2,Gen Ed,58,2,29,28,30
02M276,BATTERY PARK CITY SCHOOL,2,ICT,29,1,29,29,29
02M276,BATTERY PARK CITY SCHOOL,3,Gen Ed,30,1,30,30,30
02M276,BATTERY PARK CITY SCHOOL,3,ICT,60,2,30,30,30
02M276,BATTERY PARK CITY SCHOOL,4,Gen Ed,29,1,29,29,29
02M276,BATTERY PARK CITY SCHOOL,4,ICT,58,2,29,29,29
02M276,BATTERY PARK CITY SCHOOL,5,Gen Ed,77,3,25.7,24,27
02M276,BATTERY PARK CITY SCHOOL,5,ICT,27,1,27,27,27
02M276,BATTERY PARK CITY SCHOOL,6,Gen Ed,33,1,33,33,33
02M276,BATTERY PARK CITY SCHOOL,6,ICT,67,2,33.5,33,34
02M276,BATTERY PARK CITY SCHOOL,7,Gen Ed,30,1,30,30,30
02M276,BATTERY PARK CITY SCHOOL,7,ICT,61,2,30.5,29,32
02M276,BATTERY PARK CITY SCHOOL,8,Gen Ed,25,1,25,25,25
02M276,BATTERY PARK CITY SCHOOL,8,ICT,59,2,29.5,28,31
02M281,THE RIVER SCHOOL,K,Gen Ed,65,3,21.7,21,23
02M281,THE RIVER SCHOOL,K,ICT,21,1,21,21,21
02M281,THE RIVER SCHOOL,1,ICT,53,2,26.5,26,27
02M281,THE RIVER SCHOOL,2,Gen Ed,21,1,21,21,21
02M281,THE RIVER SCHOOL,2,ICT,17,1,17,17,17
02M281,THE RIVER SCHOOL,3,ICT,26,1,26,26,26
02M281,THE RIVER SCHOOL,4,ICT,32,1,32,32,32
02M289,IS 289,6,Gen Ed,33,1,33,33,33
02M289,IS 289,6,ICT,66,2,33,33,33
02M289,IS 289,7,Gen Ed,61,2,30.5,30,31
02M289,IS 289,7,ICT,32,1,32,32,32
02M289,IS 289,8,Gen Ed,59,2,29.5,29,30
02M289,IS 289,8,ICT,32,1,32,32,32
02M290,PS 290 MANHATTAN NEW SCHOOL,K,Gen Ed,92,4,23,22,24
02M290,PS 290 MANHATTAN NEW SCHOOL,K,ICT,22,1,22,22,22
02M290,PS 290 MANHATTAN NEW SCHOOL,1,Gen Ed,61,2,30.5,29,32
02M290,PS 290 MANHATTAN NEW SCHOOL,1,ICT,33,1,33,33,33
02M290,PS 290 MANHATTAN NEW SCHOOL,2,Gen Ed,79,3,26.3,25,27
02M290,PS 290 MANHATTAN NEW SCHOOL,2,ICT,26,1,26,26,26
02M290,PS 290 MANHATTAN NEW SCHOOL,3,Gen Ed,61,2,30.5,30,31
02M290,PS 290 MANHATTAN NEW SCHOOL,3,ICT,32,1,32,32,32
02M290,PS 290 MANHATTAN NEW SCHOOL,4,Gen Ed,70,3,23.3,21,25
02M290,PS 290 MANHATTAN NEW SCHOOL,4,ICT,26,1,26,26,26
02M290,PS 290 MANHATTAN NEW SCHOOL,5,Gen Ed,59,2,29.5,29,30
02M290,PS 290 MANHATTAN NEW SCHOOL,5,ICT,27,1,27,27,27
02M297,MS 297,6,Gen Ed,132,4,33,32,34
02M297,MS 297,6,ICT,60,2,30,28,32
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,6,Gen Ed,66,2,33,33,33
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,6,ICT,130,4,32.5,32,33
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,7,Gen Ed,88,3,29.3,29,30
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,7,ICT,89,3,29.7,29,31
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,8,ICT,180,6,30,29,31
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,K,Gen Ed,44,2,22,21,23
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,K,ICT,23,1,23,23,23
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,1,Gen Ed,42,2,21,21,21
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,1,ICT,21,1,21,21,21
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,2,Gen Ed,18,1,18,18,18
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,2,ICT,23,1,23,23,23
02M340,SIXTH AVENUE ELEMENTARY SCHOOL,3,Gen Ed,35,2,17.5,17,18
02M343,THE PECK SLIP SCHOOL,K,Gen Ed,72,3,24,24,24
02M343,THE PECK SLIP SCHOOL,K,ICT,23,1,23,23,23
02M343,THE PECK SLIP SCHOOL,1,Gen Ed,64,3,21.3,21,22
02M343,THE PECK SLIP SCHOOL,1,ICT,21,1,21,21,21
02M343,THE PECK SLIP SCHOOL,2,Gen Ed,42,2,21,19,23
02M343,THE PECK SLIP SCHOOL,2,ICT,26,1,26,26,26
02M343,THE PECK SLIP SCHOOL,3,Gen Ed,21,1,21,21,21
02M343,THE PECK SLIP SCHOOL,3,ICT,40,2,20,18,22
02M343,THE PECK SLIP SCHOOL,4,Gen Ed,23,1,23,23,23
02M343,THE PECK SLIP SCHOOL,4,ICT,27,1,27,27,27
02M343,THE PECK SLIP SCHOOL,5,Gen Ed,21,1,21,21,21
02M343,THE PECK SLIP SCHOOL,5,ICT,21,1,21,21,21
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,K,Gen Ed,15,1,15,15,15
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,K,ICT,17,1,17,17,17
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,1,ICT,16,1,16,16,16
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,2,ICT,20,1,20,20,20
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,5,ICT,15,1,15,15,15
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,6,ICT,12,1,12,12,12
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,7,ICT,17,1,17,17,17
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,8,ICT,10,1,10,10,10
02M397,SPRUCE STREET SCHOOL,K,Gen Ed,46,2,23,22,24
02M397,SPRUCE STREET SCHOOL,K,ICT,22,1,22,22,22
02M397,SPRUCE STREET SCHOOL,1,Gen Ed,46,2,23,23,23
02M397,SPRUCE STREET SCHOOL,1,ICT,23,1,23,23,23
02M397,SPRUCE STREET SCHOOL,2,Gen Ed,32,1,32,32,32
02M397,SPRUCE STREET SCHOOL,2,ICT,30,1,30,30,30
02M397,SPRUCE STREET SCHOOL,3,Gen Ed,26,1,26,26,26
02M397,SPRUCE STREET SCHOOL,3,ICT,28,1,28,28,28
02M397,SPRUCE STREET SCHOOL,4,Gen Ed,26,1,26,26,26
02M397,SPRUCE STREET SCHOOL,4,ICT,22,1,22,22,22
02M397,SPRUCE STREET SCHOOL,5,Gen Ed,22,1,22,22,22
02M397,SPRUCE STREET SCHOOL,5,ICT,24,1,24,24,24
02M397,SPRUCE STREET SCHOOL,6,Gen Ed,32,1,32,32,32
02M397,SPRUCE STREET SCHOOL,6,ICT,30,1,30,30,30
02M397,SPRUCE STREET SCHOOL,7,Gen Ed,27,1,27,27,27
02M397,SPRUCE STREET SCHOOL,7,ICT,31,1,31,31,31
02M397,SPRUCE STREET SCHOOL,8,Gen Ed,27,1,27,27,27
02M397,SPRUCE STREET SCHOOL,8,ICT,28,1,28,28,28
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,6,Gen Ed,64,3,21.3,21,22
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,7,Gen Ed,68,3,22.7,21,25
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,8,Gen Ed,76,3,25.3,25,26
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,6,Gen Ed,30,1,30,30,30
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,6,ICT,28,1,28,28,28
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,7,Gen Ed,31,1,31,31,31
