DBN,Community School District,School Name,School Pupil-Teacher Ratio
25Q281,CSD 25,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,10.8
25Q285,CSD 25,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,14.9
25Q294,CSD 25,BELL ACADEMY,14.8
25Q379,CSD 25,COLLEGE POINT COLLABORATIVE,13.7
25Q425,CSD 25,JOHN BOWNE HIGH SCHOOL,17.4
25Q460,CSD 25,FLUSHING HIGH SCHOOL,13.6
25Q499,CSD 25,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",19
25Q525,CSD 25,TOWNSEND HARRIS HIGH SCHOOL,20
25Q540,CSD 25,QUEENS ACADEMY HIGH SCHOOL,15.4
25Q670,CSD 25,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,16.4
25Q792,CSD 25,NORTH QUEENS COMMUNITY HIGH SCHOOL,13.8
26Q018,CSD 26,PS 018 WINCHESTER,16.3
26Q026,CSD 26,PS 026 RUFUS KING,16.2
26Q031,CSD 26,PS 031 BAYSIDE,14.3
26Q041,CSD 26,PS 041 CROCHERON,15
26Q046,CSD 26,PS 046 ALLEY POND,10.9
26Q067,CSD 26,JHS 067 LOUIS PASTEUR,17.9
26Q074,CSD 26,JHS 074 NATHANIEL HAWTHORNE,16.7
26Q094,CSD 26,PS 094 DAVID D PORTER,12.7
26Q098,CSD 26,PS 098 THE DOUGLASTON SCHOOL,12.4
26Q115,CSD 26,PS 115 GLEN OAKS,18.3
26Q133,CSD 26,PS 133 QUEENS,15.4
26Q158,CSD 26,MS 158 MARIE CURIE,18.1
26Q159,CSD 26,PS 159,15.6
26Q162,CSD 26,PS 162 JOHN GOLDEN,16.8
26Q172,CSD 26,IRWIN ALTMAN MIDDLE SCHOOL 172,16.2
26Q173,CSD 26,PS 173 FRESH MEADOWS,17.2
26Q178,CSD 26,PS/ IS 178 HOLLISWOOD,15.1
26Q186,CSD 26,PS 186 CASTLEWOOD,6.8
26Q188,CSD 26,PS 188 KINGSBURY,18
26Q191,CSD 26,PS 191 MAYFLOWER,17.3
26Q203,CSD 26,PS 203 OAKLAND GARDENS,17.4
26Q205,CSD 26,PS 205 ALEXANDER GRAHAM BELL,13.9
26Q213,CSD 26,PS 213 THE CARL ULLMAN SCHOOL,15.5
26Q216,CSD 26,JHS 216 GEORGE J RYAN,18.3
26Q221,CSD 26,PS 221 THE NORTH HILLS SCHOOL,17.1
26Q266,CSD 26,PS / IS 266,14.2
26Q315,CSD 26,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,16
26Q376,CSD 26,PS 376,12.7
26Q415,CSD 26,BENJAMIN N CARDOZO HIGH SCHOOL,19.8
26Q430,CSD 26,FRANCIS LEWIS HIGH SCHOOL,17.4
26Q435,CSD 26,MARTIN VAN BUREN HIGH SCHOOL,15
26Q495,CSD 26,BAYSIDE HIGH SCHOOL,17.4
26Q566,CSD 26,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",16.8
27Q042,CSD 27,PS/MS 042 R VERNAM,10.9
27Q043,CSD 27,PS 043,14
27Q045,CSD 27,PS 045 CLARENCE WITHERSPOON,12
27Q047,CSD 27,PS 047 CHRIS GALAS,10.2
27Q051,CSD 27,PS 051,13.9
27Q053,CSD 27,MS 053 BRIAN PICCOLO,8.3
27Q056,CSD 27,PS 056 HARRY EICHLER,15.8
27Q060,CSD 27,PS 060 WOODHAVEN,15.5
27Q062,CSD 27,P S 62 - CHESTER PARK SCHOOL,15.1
27Q063,CSD 27,PS 063 OLD SOUTH,16.3
27Q064,CSD 27,PS 064 JOSEPH P ADDABBO,15.4
27Q065,CSD 27,PS 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,13
27Q066,CSD 27,PS 066 JACQUELINE KENNEDY ONASSIS,13.2
27Q090,CSD 27,PS 090 HORACE MANN,15.4
27Q096,CSD 27,PS 096,14.5
27Q097,CSD 27,PS 097 FOREST PARK,14.6
27Q100,CSD 27,PS 100 GLEN MORRIS,16
27Q104,CSD 27,PS 104 THE BAYS WATER,14.6
27Q105,CSD 27,PS 105 THE BAY SCHOOL,12.4
27Q106,CSD 27,PS 106,10.3
27Q108,CSD 27,PS 108 CAPTAIN VINCENT G FOWLER,16.2
27Q114,CSD 27,PS / MS 114 BELLE HARBOR,14.6
27Q123,CSD 27,PS 123,15.1
27Q124,CSD 27,PS 124 OSMOND A CHURCH,16.5
27Q137,CSD 27,MS 137 AMERICA'S SCHOOL OF HEROES,16.4
27Q146,CSD 27,PS 146 HOWARD BEACH,15.2
27Q155,CSD 27,PS 155,18.2
27Q183,CSD 27,PS 183 DR RICHARD R GREEN,9.3
27Q197,CSD 27,PS 197 THE OCEAN SCHOOL,12.3
27Q202,CSD 27,JHS 202 ROBERT H GODDARD,16.4
27Q207,CSD 27,PS 207 ROCKWOOD PARK,11.8
27Q210,CSD 27,JHS 210 ELIZABETH BLACKWELL,14.9
27Q223,CSD 27,PS 223 LYNDON B JOHNSON,14.4
27Q226,CSD 27,JHS 226 VIRGIL I GRISSOM,15.5
27Q232,CSD 27,PS 232 LINDENWOOD,16
27Q253,CSD 27,PS 253,12.9
27Q254,CSD 27,PS 254 - THE ROSA PARKS SCHOOL,15.6
27Q260,CSD 27,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,13.2
27Q261,CSD 27,VOYAGES PREP - SOUTH QUEENS,14.4
27Q262,CSD 27,CHANNEL VIEW SCHOOL FOR RESEARCH,13.7
27Q273,CSD 27,PS 273,12.3
27Q282,CSD 27,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,15.2
27Q297,CSD 27,HAWTREE CREEK MIDDLE SCHOOL,12.1
27Q302,CSD 27,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",15.1
27Q306,CSD 27,NEW YORK CITY ACADEMY FOR DISCOVERY,14.3
27Q308,CSD 27,ROBERT H GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,17
27Q309,CSD 27,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,12.4
27Q314,CSD 27,EPIC HIGH SCHOOL - SOUTH,15.2
27Q316,CSD 27,QUEENS EXPLORERS ELEMENTARY SCHOOL,13
27Q317,CSD 27,WATERSIDE CHILDREN'S STUDIO SCHOOL,12.1
27Q318,CSD 27,WATERSIDE SCHOOL FOR LEADERSHIP,11.6
27Q319,CSD 27,VILLAGE ACADEMY,11.3
27Q323,CSD 27,SCHOLARS' ACADEMY,17.9
27Q324,CSD 27,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,12.6
27Q333,CSD 27,GOLDIE MAPLE ACADEMY,14.3
27Q334,CSD 27,EPIC HIGH SCHOOL - NORTH,15.1
27Q351,CSD 27,ROCKAWAY COLLEGIATE HIGH SCHOOL,11.2
27Q362,CSD 27,WAVE PREPARATORY ELEMENTARY SCHOOL,17.5
27Q377,CSD 27,PS 377,15
27Q400,CSD 27,AUGUST MARTIN HIGH SCHOOL,10
27Q475,CSD 27,RICHMOND HILL HIGH SCHOOL,12.5
27Q480,CSD 27,JOHN ADAMS HIGH SCHOOL,13.4
27Q650,CSD 27,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",16.3
28Q008,CSD 28,JHS 008 RICHARD S GROSSLEY,14.3
28Q040,CSD 28,PS 040 SAMUEL HUNTINGTON,13.5
28Q048,CSD 28,PS 048 WILLIAM WORDSWORTH,13.5
28Q050,CSD 28,PS 050 TALFOURD LAWN ELEMENTARY SCHOOL,15.3
28Q054,CSD 28,PS 054 HILLSIDE,13.6
28Q055,CSD 28,PS 055 MAURE,12.4
28Q072,CSD 28,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,11.4
28Q080,CSD 28,PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,13.5
28Q082,CSD 28,PS 082 HAMMOND,14.2
28Q086,CSD 28,PS Q086,14.9
28Q099,CSD 28,PS 099 KEW GARDENS,14.6
28Q101,CSD 28,PS 101 SCHOOL IN THE GARDENS,15.9
28Q117,CSD 28,PS 117 J KELD / BRIARWOOD SCHOOL,16.9
28Q121,CSD 28,PS 121 QUEENS,15.9
28Q139,CSD 28,PS 139 REGO PARK,16.6
28Q140,CSD 28,PS 140 EDWARD K ELLINGTON,14.4
28Q144,CSD 28,PS 144 COL JEROMUS REMSEN,18
28Q157,CSD 28,JHS 157 STEPHEN A HALSEY,19.6
28Q160,CSD 28,PS 160 WALTER FRANCIS BISHOP,15.8
28Q161,CSD 28,PS 161 ARTHUR ASHE SCHOOL,13.6
28Q167,CSD 28,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,12.3
28Q174,CSD 28,PS 174 WILLIAM SIDNEY MOUNT,16
28Q175,CSD 28,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,17.5
28Q182,CSD 28,PS 182 SAMANTHA SMITH,14.5
28Q190,CSD 28,JHS 190 RUSSELL SAGE,19
28Q196,CSD 28,PS 196 GRAND CENTRAL PARKWAY,17.6
28Q206,CSD 28,PS 206 THE HORACE HARDING SCHOOL,15.1
28Q217,CSD 28,JHS 217 ROBERT A VAN WYCK,17.9
28Q220,CSD 28,PS 220 EDWARD MANDEL,16.2
28Q284,CSD 28,YORK EARLY COLLEGE ACADEMY,21.5
28Q287,CSD 28,THE EMERSON SCHOOL,13.3
28Q303,CSD 28,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,15.1
28Q310,CSD 28,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,14.2
28Q312,CSD 28,JAMAICA CHILDREN'S SCHOOL,11
28Q325,CSD 28,HILLSIDE ARTS & LETTERS ACADEMY,15.3
28Q328,CSD 28,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,15
28Q332,CSD 28,REDWOOD MIDDLE SCHOOL,13
28Q338,CSD 28,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,16.5
28Q349,CSD 28,PS 349,14.3
28Q350,CSD 28,JAMAICA GATEWAY TO THE SCIENCES,16.3
28Q354,CSD 28,PS 354,13.5
28Q358,CSD 28,MS 358,11.5
28Q440,CSD 28,FOREST HILLS HIGH SCHOOL,18.5
28Q505,CSD 28,HILLCREST HIGH SCHOOL,18.4
28Q620,CSD 28,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,17.8
28Q680,CSD 28,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,17.4
28Q686,CSD 28,QUEENS METROPOLITAN HIGH SCHOOL,15.7
28Q687,CSD 28,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,18.7
28Q690,CSD 28,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,15.5
28Q896,CSD 28,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",15.8
29Q015,CSD 29,PS 015 JACKIE ROBINSON,17.2
29Q033,CSD 29,PS 033 EDWARD M FUNK,17
29Q034,CSD 29,PS 034 JOHN HARVARD,17
29Q035,CSD 29,PS 035 NATHANIEL WOODHULL,15.5
29Q036,CSD 29,PS 036 SAINT ALBANS SCHOOL,14.5
29Q037,CSD 29,CYNTHIA JENKINS SCHOOL,14.4
29Q038,CSD 29,PS 038 ROSEDALE,13.5
29Q052,CSD 29,PS 052 QUEENS,13.6
29Q059,CSD 29,IS 059 SPRINGFIELD GARDENS,15.3
29Q095,CSD 29,PS 095 EASTWOOD,16.4
29Q109,CSD 29,JEAN NUZZI INTERMEDIATE SCHOOL,15.7
29Q116,CSD 29,PS/IS 116 WILLIAM C HUGHLEY,13.9
29Q118,CSD 29,PS 118 LORRAINE HANSBERRY,13.9
29Q131,CSD 29,PS 131 ABIGAIL ADAMS,17.3
29Q132,CSD 29,PS 132 RALPH BUNCHE,12.9
29Q134,CSD 29,PS 134 HOLLIS,12.1
29Q135,CSD 29,THE BELLAIRE SCHOOL,15.9
29Q136,CSD 29,PS 136 ROY WILKINS,16
29Q138,CSD 29,PS/ MS138 SUNRISE,15.3
29Q147,CSD 29,PS/MS 147 RONALD MCNAIR,13.2
29Q156,CSD 29,PS 156 LAURELTON,16.7
29Q176,CSD 29,PS 176 CAMBRIA HEIGHTS,18.4
29Q181,CSD 29,PS 181 BROOKFIELD,9.2
29Q192,CSD 29,IS 192 THE LINDEN,14.6
29Q195,CSD 29,PS 195 WILLIAM HABERLE,16.2
29Q208,CSD 29,PS / IS 208,16.1
29Q238,CSD 29,IS 238 - SUSAN B ANTHONY ACADEMY,14.2
29Q243,CSD 29,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,12.7
29Q248,CSD 29,QUEENS PREPARATORY ACADEMY,15.2
29Q251,CSD 29,PS 251 QUEENS,14.2
29Q259,CSD 29,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,15.8
29Q265,CSD 29,EXCELSIOR PREPARATORY HIGH SCHOOL,15.1
29Q268,CSD 29,PS/IS 268,13.3
29Q270,CSD 29,THE GORDON PARKS SCHOOL,16
29Q272,CSD 29,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,14.6
29Q283,CSD 29,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,19.5
29Q289,CSD 29,QUEENS UNITED MIDDLE SCHOOL,13.1
29Q295,CSD 29,PS/IS 295,12.1
29Q313,CSD 29,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,11.8
29Q326,CSD 29,CAMBRIA HEIGHTS ACADEMY,13.3
29Q327,CSD 29,EAGLE ACADEMY FOR YOUNG MEN III,14.6
29Q355,CSD 29,COLLABORATIVE ARTS MIDDLE SCHOOL,13.4
29Q356,CSD 29,COMMUNITY VOICES MIDDLE SCHOOL,14.5
29Q360,CSD 29,PS 360,17.6
29Q492,CSD 29,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",16.5
29Q498,CSD 29,HUMANITIES & ARTS MAGNET HIGH SCHOOL,14.8
30Q002,CSD 30,PS 002 ALFRED ZIMBERG,16
30Q010,CSD 30,IS 010 HORACE GREELEY,14.9
30Q011,CSD 30,PS 011 KATHRYN PHELAN,14.8
30Q017,CSD 30,PS 017 HENRY DAVID THOREAU,13.9
30Q069,CSD 30,PS 069 JACKSON HEIGHTS,17.1
30Q070,CSD 30,PS 070 QUEENS,14.6
30Q076,CSD 30,PS 076 WILLIAM HALLET,8.2
30Q078,CSD 30,PS/IS 78Q,15
30Q084,CSD 30,PS 084 STEINWAY,13.9
30Q085,CSD 30,PS 085 JUDGE CHARLES VALLONE,18.3
30Q092,CSD 30,PS 092 HARRY T STEWART SR,13.4
30Q111,CSD 30,PS 111 JACOB BLACKWELL,8.7
30Q112,CSD 30,PS 112 DUTCH KILLS,14.6
30Q122,CSD 30,PS 122 MAMIE FAY,19.2
30Q126,CSD 30,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,14.5
30Q127,CSD 30,PS 127 AEROSPACE SCIENCE MAGNE,14.5
30Q141,CSD 30,IS 141 THE STEINWAY,17.2
30Q145,CSD 30,IS 145 JOSEPH PULITZER,14.5
30Q148,CSD 30,PS 148 QUEENS,15.4
30Q149,CSD 30,PS 149 CHRISTA MCAULIFFE,14.1
30Q150,CSD 30,PS 150 QUEENS,15.4
30Q151,CSD 30,PS 151 MARY D CARTER,10.9
30Q152,CSD 30,PS 152 GWENDOLINE N ALLEYNE SCHOOL,14.3
30Q166,CSD 30,PS 166 HENRY GRADSTEIN,18.2
30Q171,CSD 30,PS 171 PETER G VAN ALST,12.3
30Q204,CSD 30,IS 204 OLIVER W HOLMES,10.7
30Q212,CSD 30,PS 212,16.1
30Q222,CSD 30,PS Q222 - FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,14.8
30Q227,CSD 30,IS 227 LOUIS ARMSTRONG,17.3
30Q228,CSD 30,PS 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,12.2
30Q230,CSD 30,IS 230,14.2
30Q234,CSD 30,PS 234,14.5
30Q235,CSD 30,ACADEMY FOR NEW AMERICANS,12.9
30Q258,CSD 30,ENERGY TECH HIGH SCHOOL,14.5
30Q280,CSD 30,PS 280,14.3
30Q286,CSD 30,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",15.6
30Q291,CSD 30,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,13
30Q300,CSD 30,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),16.9
30Q301,CSD 30,ACADEMY FOR CAREERS IN TELEVISION AND FILM,16
30Q329,CSD 30,EAST ELMHURST COMMUNITY SCHOOL,14.5
30Q361,CSD 30,PS 361,13.7
30Q384,CSD 30,PS 384,6.6
30Q445,CSD 30,WILLIAM CULLEN BRYANT HIGH SCHOOL,15.8
30Q450,CSD 30,LONG ISLAND CITY HIGH SCHOOL,14.3
30Q501,CSD 30,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,16
30Q502,CSD 30,INFORMATION TECHNOLOGY HIGH SCHOOL,17.1
30Q555,CSD 30,NEWCOMERS HIGH SCHOOL,14.2
30Q575,CSD 30,ACADEMY OF AMERICAN STUDIES,21.4
30Q580,CSD 30,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,16.2
31R001,CSD 31,PS 001 TOTTENVILLE,12.7
31R002,CSD 31,IS R002 GEORGE L EGBERT,14.6
31R003,CSD 31,PS 003 THE MARGARET GIOIOSA SCHOOL,15.5
31R004,CSD 31,PS 004 MAURICE WOLLIN,8.4
31R005,CSD 31,PS 005 HUGUENOT,13.8
31R006,CSD 31,PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,10.1
31R007,CSD 31,IS 007 ELIAS BERNSTEIN,16.3
31R008,CSD 31,PS 8 SHIRLEE SOLOMON,17
31R009,CSD 31,NAPLES STREET ELEMENTARY SCHOOL,9.5
31R010,CSD 31,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,10
31R011,CSD 31,PS 11 THOMAS DONGAN SCHOOL,13.4
31R013,CSD 31,PS 013 M L LINDEMEYER,14.6
31R016,CSD 31,PS 016 JOHN J DRISCOLL,12.6
31R018,CSD 31,PS 018 JOHN G WHITTIER,11.9
31R019,CSD 31,PS 019 THE CURTIS SCHOOL,13.5
31R020,CSD 31,PS 020 PORT RICHMOND,11.7
31R021,CSD 31,PS 21 MARGARET EMERY-ELM PARK,11.1
31R022,CSD 31,PS 022 GRANITEVILLE,13.9
31R023,CSD 31,PS 023 RICHMONDTOWN,12.9
31R024,CSD 31,IS 024 MYRA S BARNES,13.1
31R026,CSD 31,PS 026 THE CARTERET SCHOOL,13.1
31R027,CSD 31,IS 027 ANNING S PRALL,15.4
31R028,CSD 31,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,11
31R029,CSD 31,PS 029 BARDWELL,16.9
31R030,CSD 31,PS 030 WESTERLEIGH,14.8
31R031,CSD 31,PS 031 WILLIAM T DAVIS,12
31R032,CSD 31,PS 032 THE GIFFORD SCHOOL,16.7
31R034,CSD 31,IS 034 TOTTENVILLE,13.8
31R035,CSD 31,PS 35 THE CLOVE VALLEY SCHOOL,16.8
31R036,CSD 31,PS 036 J C DRUMGOOLE,15
31R038,CSD 31,PS 038 GEORGE CROMWELL,12.3
31R039,CSD 31,PS 39 FRANCIS J MURPHY JR,13.2
31R041,CSD 31,PS 041 NEW DORP,15.1
31R042,CSD 31,PS 042 ELTINGVILLE,16.6
31R044,CSD 31,PS 044 THOMAS C BROWN,13.4
31R045,CSD 31,PS 045 JOHN TYLER,15.3
31R046,CSD 31,PS 046 ALBERT V MANISCALCO,10.1
31R047,CSD 31,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,17.5
31R048,CSD 31,PS 048 WILLIAM G WILCOX,16.5
31R049,CSD 31,IS 49 BERTA A DREYFUS,10.7
31R050,CSD 31,PS 050 FRANK HANKINSON,16.7
31R051,CSD 31,IS 051 EDWIN MARKHAM,14
31R052,CSD 31,PS 052 JOHN C THOMPSON,14.5
31R053,CSD 31,PS 053 BAY TERRACE,16.6
31R054,CSD 31,PS 054 CHARLES W LENG,14.8
31R055,CSD 31,PS 055 HENRY M BOEHM,14.7
31R056,CSD 31,PS 56 THE LOUIS DESARIO SCHOOL,15
31R057,CSD 31,PS 057 HUBERT H HUMPHREY,14.3
31R058,CSD 31,SPACE SHUTTLE COLUMBIA SCHOOL,15.2
31R059,CSD 31,THE HARBOR VIEW SCHOOL,12.2
31R060,CSD 31,PS 060 ALICE AUSTEN,14.4
31R061,CSD 31,IS 061 WILLIAM A MORRIS,14
31R062,CSD 31,PS 62,15.4
31R063,CSD 31,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,13.1
31R064,CSD 31,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,12.3
31R065,CSD 31,PS 65 THE ACADEMY OF INNOVATIVE LEARNING,14.3
31R068,CSD 31,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,15.2
31R069,CSD 31,PS 069 DANIEL D TOMPKINS,9
31R072,CSD 31,IS 072 ROCCO LAURIE,13.5
31R074,CSD 31,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,11.5
31R075,CSD 31,IS 075 FRANK D PAULO,13.4
31R078,CSD 31,PS 78,11.4
31R080,CSD 31,THE MICHAEL J PETRIDES SCHOOL,16
31R440,CSD 31,NEW DORP HIGH SCHOOL,15.5
31R445,CSD 31,PORT RICHMOND HIGH SCHOOL,16
31R450,CSD 31,CURTIS HIGH SCHOOL,16.8
31R455,CSD 31,TOTTENVILLE HIGH SCHOOL,17.7
31R460,CSD 31,SUSAN E WAGNER HIGH SCHOOL,18.7
31R470,CSD 31,CONCORD HIGH SCHOOL,12.8
31R600,CSD 31,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,13.4
31R605,CSD 31,STATEN ISLAND TECHNICAL HIGH SCHOOL,20.7
31R861,CSD 31,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,14.4
32K045,CSD 32,PS/IS 045 HORACE E GREENE,13.2
32K075,CSD 32,PS 075 MAYDA CORTIELLA,10.9
32K086,CSD 32,PS 086 THE IRVINGTON,11.9
32K106,CSD 32,PS 106 EDWARD EVERETT HALE,11.2
32K116,CSD 32,PS 116 ELIZABETH L FARRELL,11.4
32K123,CSD 32,PS 123 SUYDAM,11.8
32K145,CSD 32,PS 145 ANDREW JACKSON,12.7
32K151,CSD 32,PS 151 LYNDON B JOHNSON,10.6
32K162,CSD 32,JHS 162 THE WILLOUGHBY,10.9
32K168,CSD 32,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,13.8
32K274,CSD 32,PS 274 KOSCIUSKO,14.5
32K291,CSD 32,JHS 291 ROLAND HAYES,10.4
32K299,CSD 32,PS 299 THOMAS WARREN FIELD,12
32K347,CSD 32,IS 347 SCHOOL OF HUMANITIES,12.8
32K349,CSD 32,"IS 349 MATH, SCIENCE & TECH",11.5
32K376,CSD 32,PS 376,14.7
32K377,CSD 32,PS 377 ALEJANDRINA B DE GAUTIER,13
32K383,CSD 32,JHS 383 PHILIPPA SCHUYLER,15.3
32K384,CSD 32,PS /IS 384 FRANCES E CARTER,13.3
32K403,CSD 32,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,11.8
32K545,CSD 32,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,14
32K549,CSD 32,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,10.6
32K552,CSD 32,ACADEMY OF URBAN PLANNING,10.8
32K554,CSD 32,ALL CITY LEADERSHIP SECONDARY SCHOOL,23.6
32K556,CSD 32,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,10.1
32K562,CSD 32,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,11.7
32K564,CSD 32,BUSHWICK COMMUNITY HIGH SCHOOL,11.7
