DBN,School Name,School Pupil-Teacher Ratio
30Q450,LONG ISLAND CITY HIGH SCHOOL,14.3
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,16
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,17.1
30Q555,NEWCOMERS HIGH SCHOOL,14.2
30Q575,ACADEMY OF AMERICAN STUDIES,21.4
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,16.2
31R001,PS 001 TOTTENVILLE,12.7
31R002,IS R002 GEORGE L EGBERT,14.6
31R003,PS 003 THE MARGARET GIOIOSA SCHOOL,15.5
31R004,PS 004 MAURICE WOLLIN,8.4
31R005,PS 005 HUGUENOT,13.8
31R006,PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,10.1
31R007,IS 007 ELIAS BERNSTEIN,16.3
31R008,PS 8 SHIRLEE SOLOMON,17
31R009,NAPLES STREET ELEMENTARY SCHOOL,9.5
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,10
31R011,PS 11 THOMAS DONGAN SCHOOL,13.4
31R013,PS 013 M L LINDEMEYER,14.6
31R016,PS 016 JOHN J DRISCOLL,12.6
31R018,PS 018 JOHN G WHITTIER,11.9
31R019,PS 019 THE CURTIS SCHOOL,13.5
31R020,PS 020 PORT RICHMOND,11.7
31R021,PS 21 MARGARET EMERY-ELM PARK,11.1
31R022,PS 022 GRANITEVILLE,13.9
31R023,PS 023 RICHMONDTOWN,12.9
31R024,IS 024 MYRA S BARNES,13.1
31R026,PS 026 THE CARTERET SCHOOL,13.1
31R027,IS 027 ANNING S PRALL,15.4
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,11
31R029,PS 029 BARDWELL,16.9
31R030,PS 030 WESTERLEIGH,14.8
31R031,PS 031 WILLIAM T DAVIS,12
31R032,PS 032 THE GIFFORD SCHOOL,16.7
31R034,IS 034 TOTTENVILLE,13.8
31R035,PS 35 THE CLOVE VALLEY SCHOOL,16.8
31R036,PS 036 J C DRUMGOOLE,15
31R038,PS 038 GEORGE CROMWELL,12.3
31R039,PS 39 FRANCIS J MURPHY JR,13.2
31R041,PS 041 NEW DORP,15.1
31R042,PS 042 ELTINGVILLE,16.6
31R044,PS 044 THOMAS C BROWN,13.4
31R045,PS 045 JOHN TYLER,15.3
31R046,PS 046 ALBERT V MANISCALCO,10.1
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,17.5
31R048,PS 048 WILLIAM G WILCOX,16.5
31R049,IS 49 BERTA A DREYFUS,10.7
31R050,PS 050 FRANK HANKINSON,16.7
31R051,IS 051 EDWIN MARKHAM,14
31R052,PS 052 JOHN C THOMPSON,14.5
31R053,PS 053 BAY TERRACE,16.6
31R054,PS 054 CHARLES W LENG,14.8
31R055,PS 055 HENRY M BOEHM,14.7
31R056,PS 56 THE LOUIS DESARIO SCHOOL,15
31R057,PS 057 HUBERT H HUMPHREY,14.3
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,15.2
31R059,THE HARBOR VIEW SCHOOL,12.2
31R060,PS 060 ALICE AUSTEN,14.4
31R061,IS 061 WILLIAM A MORRIS,14
31R062,PS 62,15.4
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,13.1
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,12.3
31R065,PS 65 THE ACADEMY OF INNOVATIVE LEARNING,14.3
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,15.2
31R069,PS 069 DANIEL D TOMPKINS,9
31R072,IS 072 ROCCO LAURIE,13.5
31R074,PS 74 FUTURE LEADERS ELEMENTARY SCHOOL,11.5
31R075,IS 075 FRANK D PAULO,13.4
31R078,PS 78,11.4
31R080,THE MICHAEL J PETRIDES SCHOOL,16
31R440,NEW DORP HIGH SCHOOL,15.5
31R445,PORT RICHMOND HIGH SCHOOL,16
31R450,CURTIS HIGH SCHOOL,16.8
31R455,TOTTENVILLE HIGH SCHOOL,17.7
31R460,SUSAN E WAGNER HIGH SCHOOL,18.7
31R470,CONCORD HIGH SCHOOL,12.8
31R600,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,13.4
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,20.7
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,14.4
32K045,PS/IS 045 HORACE E GREENE,13.2
32K075,PS 075 MAYDA CORTIELLA,10.9
32K086,PS 086 THE IRVINGTON,11.9
32K106,PS 106 EDWARD EVERETT HALE,11.2
32K116,PS 116 ELIZABETH L FARRELL,11.4
32K123,PS 123 SUYDAM,11.8
32K145,PS 145 ANDREW JACKSON,12.7
32K151,PS 151 LYNDON B JOHNSON,10.6
32K162,JHS 162 THE WILLOUGHBY,10.9
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,13.8
32K274,PS 274 KOSCIUSKO,14.5
32K291,JHS 291 ROLAND HAYES,10.4
32K299,PS 299 THOMAS WARREN FIELD,12
32K347,IS 347 SCHOOL OF HUMANITIES,12.8
32K349,"IS 349 MATH, SCIENCE & TECH",11.5
32K376,PS 376,14.7
32K377,PS 377 ALEJANDRINA B DE GAUTIER,13
32K383,JHS 383 PHILIPPA SCHUYLER,15.3
32K384,PS /IS 384 FRANCES E CARTER,13.3
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,11.8
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,14
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,10.6
32K552,ACADEMY OF URBAN PLANNING,10.8
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,23.6
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,10.1
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,11.7
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,11.7
