YEAR,COUNTY_CODE,COUNTY_NAME,SECTOR_CODE,SECTOR,SCHOOL_TYPE_CODE,SCHOOL_TYPE,SCHOOL_LEVEL_CODE,SCHOOL_LEVEL,SEDCODE,INST_ID,LEGAL_NAME,UNDERGRADUATE_FULLTIME_TOTAL,UNDERGRADUATE_FT_ENR_PROGRAM,UNDERGRADUATE_FT_NOT_ENR_PROGRAM,UNDERGRADUATE_PARTTIME,UNDERGRADUATE_PT_ENR_PROGRAM,UNDERGRADUATE_PT_NOT_ENR_PROGRAM,FIRST_PROFESSIONAL_FULLTIME,FIRST_PROFESSIONAL_PARTTIME,GRADUATE_FULLTIME,GRADUATE_PARTTIME,ALL_STUDENTS_FULLTIME,ALL_STUDENTS_PARTTIME,FIRST_TIME_FULLTIME,FIRST_TIME_PARTTIME,TOTAL,FTE
2017,13,DUTCHESS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420000,800000053384,CULINARY INSTITUTE OF AMERICA 697,2595,2595,0,0,0,0,0,0,0,0,2595,0,369,0,2595,2595
2018,13,DUTCHESS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420000,800000053384,CULINARY INSTITUTE OF AMERICA 697,2418,2418,0,0,0,0,0,0,22,0,2440,0,402,0,2440,2440
2019,13,DUTCHESS,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420000,800000053384,CULINARY INSTITUTE OF AMERICA 697,2459,2459,0,0,0,0,0,0,67,0,2526,0,527,0,2526,2526
2010,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1545,1542,3,550,255,295,98,10,469,233,2112,793,441,132,2905,2392.53
2011,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1654,1652,2,502,220,282,121,12,459,202,2234,716,435,0,2950,2486.93
2012,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1665,1665,0,535,229,306,133,14,404,201,2202,750,438,1,2952,2466.33
2013,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1720,1719,1,436,252,184,130,10,381,194,2231,640,409,2,2871,2457.93
2014,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1677,1676,1,368,289,79,139,11,414,191,2230,570,419,1,2800,2433.47
2015,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1678,1676,2,352,292,60,144,7,409,177,2231,536,384,0,2767,2421.93
2016,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1621,1621,0,372,263,109,128,3,487,149,2236,524,392,0,2760,2420.8
2017,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1560,1560,0,242,209,33,149,0,471,214,2180,456,387,0,2636,2346.27
2018,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1495,1495,0,244,217,27,124,0,443,268,2062,512,338,1,2574,2250.53
2019,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,420500,800000053059,DAEMEN COLLEGE,1480,1479,1,229,200,29,140,0,497,257,2117,486,412,0,2603,2296.13
2010,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1369,1367,2,310,280,30,40,110,107,134,1516,554,322,0,2070,1716.93
2011,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1377,1376,1,266,233,33,25,143,87,160,1489,569,352,0,2058,1698.87
2012,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1357,1357,0,280,202,78,29,178,86,163,1472,621,293,0,2093,1701.73
2013,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1280,1280,0,302,225,77,54,168,107,142,1441,612,286,0,2053,1665.67
2014,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1269,1269,0,364,205,159,75,167,109,146,1453,677,289,1,2130,1699.53
2015,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1356,1356,0,374,191,183,67,159,128,155,1551,688,363,2,2239,1801.27
2016,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1330,1330,0,303,131,172,66,169,136,163,1532,635,253,0,2167,1765.8
2017,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1271,1271,0,393,142,251,71,193,104,161,1446,747,229,0,2193,1718.6
2018,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1304,1304,0,360,129,231,79,158,119,150,1502,668,299,0,2170,1745.2
2019,50,ROCKLAND,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421000,800000039214,DOMINICAN COLL OF BLAUVELT,1268,1268,0,389,93,296,83,133,118,157,1469,679,293,0,2148,1714.67
2010,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,2114,2110,4,1138,444,694,0,0,721,1225,2835,2363,459,13,5198,3704.33
2011,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,1910,1900,10,973,397,576,0,0,502,1031,2412,2004,345,13,4416,3148.73
2012,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,1794,1785,9,746,347,399,0,0,396,770,2190,1516,374,14,3706,2746.67
2013,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,1439,1424,15,859,268,591,0,0,282,602,1721,1461,235,11,3182,2248.13
2014,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,1087,1080,7,696,201,495,0,0,211,459,1298,1155,182,6,2453,1713.6
2015,58,SUFFOLK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,421500,800000037079,DOWLING COLLEGE,995,995,0,700,159,541,0,0,174,365,1169,1065,210,20,2234,1548.33
2010,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1608,1608,0,470,294,176,280,21,478,295,2366,786,267,6,3152,2649.07
2011,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1649,1648,1,452,292,160,356,28,392,268,2397,748,269,3,3145,2666.07
2012,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1700,1700,0,439,282,157,429,16,301,319,2430,774,280,8,3204,2710.33
2013,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1614,1614,0,409,241,168,482,36,305,304,2401,749,251,0,3150,2673.33
2014,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1505,1503,2,458,293,165,497,35,278,294,2280,787,294,16,3067,2564.27
2015,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1419,1417,2,396,290,106,522,16,315,241,2256,653,232,8,2909,2490.8
2016,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1431,1430,1,386,323,63,550,7,326,258,2307,651,239,2,2958,2541.67
2017,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1388,1388,0,479,408,71,527,5,288,334,2203,818,276,1,3021,2498.27
2018,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1342,1342,0,465,386,79,523,8,281,426,2146,899,243,5,3045,2474.6
2019,14,ERIE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,422000,800000052571,D'YOUVILLE COLLEGE,1256,1253,3,460,387,73,490,7,328,507,2074,974,219,1,3048,2432.93
2010,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,41,41,0,78,78,0,0,0,0,0,41,78,5,0,119,67
2011,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,30,30,0,90,90,0,0,0,0,0,30,90,1,0,120,60
2012,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,45,45,0,87,87,0,0,0,0,0,45,87,1,1,132,74
2013,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,38,38,0,85,85,0,0,0,0,0,38,85,1,1,123,66.33
2014,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,41,41,0,86,86,0,0,0,0,0,41,86,1,3,127,69.67
2015,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,32,32,0,95,95,0,0,0,0,0,32,95,1,1,127,63.67
2016,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,39,39,0,80,80,0,0,0,0,0,39,80,0,1,119,65.67
2017,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,37,37,0,77,77,0,0,0,0,0,37,77,0,0,114,62.67
2018,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,21,21,0,84,84,0,0,0,0,0,21,84,0,0,105,49
2019,53,SCHENECTADY,2,INDEPENDENT,1,PRIVATE,0,2-Year,423200,800000038308,ELLIS MEDICINE-THEBELANGER SCHOOL OF NURSING,9,9,0,122,122,0,0,0,0,0,9,122,1,1,131,49.67
2013,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,130,95,35,53,22,31,0,0,0,0,130,53,54,7,183,147.67
2014,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,115,111,4,35,23,12,0,0,0,0,115,35,38,2,150,126.67
2015,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,132,130,2,20,14,6,0,0,0,0,132,20,55,9,152,138.67
2016,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,98,98,0,5,5,0,0,0,0,0,98,5,25,0,103,99.67
2017,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,94,94,0,3,3,0,0,0,0,0,94,3,33,1,97,95
2018,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,93,92,1,20,14,6,0,0,0,0,93,20,30,11,113,99.67
2019,24,LIVINGSTON,2,INDEPENDENT,1,PRIVATE,0,2-Year,423400,800000076393,ELIM BIBLE INSTITUTE & COLLEGE,86,85,1,20,16,4,0,0,0,0,86,20,22,7,106,92.67
2010,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1225,1153,72,253,226,27,0,0,38,133,1263,386,428,24,1649,1400.53
2011,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1161,1093,68,228,199,29,0,0,18,84,1179,312,359,30,1491,1288.6
2012,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1199,1148,51,237,185,52,0,0,3,166,1202,403,368,33,1605,1347.4
2013,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1189,1156,33,227,160,67,0,0,10,84,1199,311,318,59,1510,1308.27
2014,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1177,1177,0,188,141,47,0,0,0,117,1177,305,329,2,1482,1286.47
2015,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,1123,1123,0,165,129,36,0,0,5,83,1128,248,255,3,1376,1216.2
2016,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,974,974,0,127,93,34,0,0,8,78,982,205,207,1,1187,1055.53
2017,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,833,833,0,105,75,30,0,0,6,68,839,173,204,1,1012,901.2
2018,07,CHEMUNG,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,423500,800000054092,ELMIRA COLLEGE,746,746,0,73,41,32,0,0,1,72,747,145,206,0,892,800.13
2015,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,30,30,0,0,0,0,0,0,0,0,30,0,30,0,30,30
2016,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,24,24,0,2,2,0,0,0,0,0,24,2,24,2,26,24.67
2017,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,26,26,0,0,0,0,0,0,0,0,26,0,26,0,26,26
2018,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,41,41,0,0,0,0,0,0,0,0,41,0,41,0,41,41
2019,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,423600,800000073954,ELYON COLLEGE,28,28,0,0,0,0,0,0,0,0,28,0,28,0,28,28
2011,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,58,26,32,0,0,0,0,0,0,0,58,0,20,0,58,58
2012,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,42,38,4,41,17,24,0,0,0,0,42,41,32,15,83,55.67
2013,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,84,84,0,46,20,26,0,0,0,0,84,46,21,28,130,99.33
2014,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,105,105,0,33,26,7,0,0,0,0,105,33,23,6,138,116
2015,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,106,106,0,33,21,12,0,0,0,0,106,33,26,0,139,117
2016,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,111,111,0,26,7,19,0,0,0,0,111,26,30,0,137,119.67
2017,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,104,104,0,20,10,10,0,0,12,5,116,25,33,0,141,124.67
2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,93,93,0,12,5,7,0,0,26,3,119,15,14,0,134,124.2
2019,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424100,800000070694,FEI TIAN COLLEGE,97,97,0,2,1,1,0,0,15,22,112,24,23,0,136,121.47
2018,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424110,800000090381,FEI TIAN COLLEGE - MIDDLETOWN,20,19,1,8,5,3,0,0,3,0,23,8,9,4,31,25.67
2019,44,ORANGE,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424110,800000090381,FEI TIAN COLLEGE - MIDDLETOWN,38,38,0,9,6,3,0,0,5,0,43,9,13,0,52,46
2010,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,22,22,0,45,45,0,0,0,0,0,22,45,0,0,67,37
2011,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,18,18,0,63,63,0,0,0,0,0,18,63,1,0,81,39
2012,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,15,15,0,98,98,0,0,0,0,0,15,98,3,0,113,47.67
2013,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,23,23,0,96,96,0,0,0,0,0,23,96,1,1,119,55
2014,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,19,19,0,119,119,0,0,0,0,0,19,119,5,0,138,58.67
2015,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,10,10,0,119,119,0,0,0,0,0,10,119,2,0,129,49.67
2016,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,6,6,0,130,130,0,0,0,0,0,6,130,1,1,136,49.33
2017,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,10,10,0,113,113,0,0,0,0,0,10,113,5,5,123,47.67
2018,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,22,22,0,115,115,0,0,0,0,0,22,115,4,0,137,60.33
2019,43,ONTARIO,2,INDEPENDENT,1,PRIVATE,0,2-Year,424200,800000064837,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES,19,19,0,42,42,0,0,0,0,0,19,42,0,0,61,33
2010,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),7529,7519,10,514,414,100,1203,258,2368,2520,11100,3292,1864,24,14392,12382.53
2011,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),7764,7756,8,514,430,84,1235,260,2490,2173,11489,2947,1962,24,14436,12633.53
2012,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),7671,7655,16,509,427,82,1205,233,2710,2144,11586,2886,1855,27,14472,12706.47
2013,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),7663,7636,27,561,456,105,1113,221,2858,2053,11634,2835,1943,22,14469,12730.6
2014,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),8018,7994,24,503,388,115,1007,215,2882,2070,11907,2788,2229,29,14695,12988.67
2015,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),8306,8263,43,456,354,102,963,198,2891,2015,12160,2669,2191,19,14829,13197.2
2016,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),8744,8706,38,427,312,115,996,179,2855,1923,12595,2529,2189,10,15124,13578.13
2017,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),9077,9037,40,410,293,117,1042,172,2928,1914,13047,2496,2268,11,15543,14018.07
2018,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),9108,9057,51,448,279,169,1076,177,3228,2019,13412,2644,2285,13,16056,14439.73
2019,32,BRONX,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424500,800000046082,FORDHAM UNIV (ROSE HILL-LINCOLN CTR),9186,9123,63,500,255,245,1091,182,3025,2571,13302,3253,2258,41,16555,14569.87
2010,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,72,71,1,105,102,3,0,0,345,244,417,349,4,4,766,549.6
2011,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,48,48,0,101,94,7,0,0,412,192,460,293,0,0,753,570.47
2012,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,39,36,3,106,79,27,0,0,336,217,375,323,0,0,698,497.13
2013,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,31,26,5,90,75,15,0,0,350,157,381,247,1,1,628,473.8
2014,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,40,40,0,72,63,9,0,0,286,138,326,210,0,0,536,405.2
2015,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,23,23,0,70,61,9,0,0,260,104,283,174,0,1,457,347.93
2016,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,19,19,0,68,59,9,0,0,270,101,289,169,0,0,458,352.07
2017,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,24,24,0,57,49,8,0,0,288,94,312,151,1,3,463,368.6
2018,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,21,18,3,48,38,10,0,0,283,87,304,135,0,1,439,354.8
2019,66,WESTCHESTER,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,424530,800000063351,FORDHAM UNIVERSITY - WESTCHESTER CAMPUS,20,18,2,38,26,12,0,0,255,81,275,119,2,1,394,320.07
2010,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,425300,800000065113,GAMLA COLLEGE,270,270,0,0,0,0,0,0,0,0,270,0,0,0,270,270
2011,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,425300,800000065113,GAMLA COLLEGE,202,202,0,26,26,0,0,0,0,0,202,26,0,26,228,210.67
2012,33,KINGS,2,INDEPENDENT,1,PRIVATE,0,2-Year,425300,800000065113,GAMLA COLLEGE,22,22,0,104,104,0,0,0,0,0,22,104,22,22,126,56.67
2010,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,67,3,19,31,86,34,0,0,120,99.6
2011,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,76,2,17,53,93,55,0,0,148,115
2012,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,55,3,17,44,72,47,0,0,119,90.8
2013,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,36,5,15,49,51,54,0,0,105,72.6
2014,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,37,1,16,29,53,30,0,0,83,65
2015,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,24,1,6,14,30,15,0,0,45,36
2016,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,24,1,9,14,33,15,0,0,48,39
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,18,0,10,15,28,15,0,0,43,34
2019,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425500,800000065071,GENERAL THEOLOGICAL SEMINARY,0,0,0,0,0,0,16,0,19,16,35,16,0,0,51,41.4
2017,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425600,800000090090,GLASGOW CALEDONIAN NEW YORK COLLEGE,0,0,0,0,0,0,0,0,0,16,0,16,0,0,16,6.4
2018,31,NEW YORK,2,INDEPENDENT,1,PRIVATE,1,4-Year/Grad,425600,800000090090,GLASGOW CALEDONIAN NEW YORK COLLEGE,0,0,0,0,0,0,0,0,16,41,16,41,0,0,57,32.4
