Data os of Date,Community District,ProgramTypeName,Female Count,Female Percentage,Male Count,Male Percentage,Gender Nonconforming Count,Gender Nonconforming Percentage,American Indian or Alaskan Native Count,American Indian or Alaskan Native Percentage,Asian Count,Asian Percentage,Black or African American Count,Black or African American Percentage,Multi-race Count,Multi-race Percentage,Native Hawaiian or Other Pacific Islander Count,Native Hawaiian or Other Pacific Islander Percentage,White or Caucasian Count,White or Caucasian Percentage,Hispanic or Latino(a) Count,Hispanic or Latino(a) Percentage,Not Hispanic or Latino(a) Count,Not Hispanic or Latino(a) Percentage,Not Sure Count,Not Sure Percentage,X (Not Male Or Female) Count,X (Not Male Or Female) Percentage,Another Gender Count,Another Gender Percentage,Decline to Answer Count,Decline to Answer Percentage,Do not understand the question Count,Do not understand the question Percentage,Female Gender Identity Count,Female Gender Identity Percentage,Male Gender Identity Count,Male Gender Identity Percentage,Multi-Gender Identity Count,Multi-Gender Identity Percentage,Non-Binary (not Female or Male) Count,Non-Binary (not Female or Male) Percentage,Not Sure Gender Identity Count,Not Sure Gender Identity Percentage,Two Spirit (Native American/First Nations) Count,Two Spirit (Native American/First Nations) Percentage
06/01/2019,Brooklyn CD 014,COMPASS Explore,6,0.37,8,0.49,0,0,0,0,2,0.12,5,0.3,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 014,COMPASS High School,20,1.23,8,0.49,0,0,0,0,0,0,18,1.11,0,0,0,0,0,0,0,0,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 014,COMPASS Middle School,472,29.25,535,33.16,1,0.06,9,0.55,104,6.44,526,32.6,26,1.61,5,0.3,110,6.81,2,0.12,14,0.86,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 014,Cornerstone,21,1.3,48,2.97,0,0,0,0,1,0.06,63,3.9,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 014,ESL Civics,31,1.92,5,0.3,0,0,0,0,5,0.3,2,0.12,1,0.06,0,0,13,0.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Adult Literacy - ABE/HSE,8,0.49,4,0.24,0,0,0,0,1,0.06,1,0.06,0,0,0,0,8,0.49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Adult Literacy - ABE/HSE (Discretionary),4,0.24,3,0.18,0,0,1,0.06,1,0.06,1,0.06,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Adult Literacy - BENL/ESOL,136,8.42,41,2.54,1,0.06,0,0,36,2.23,3,0.18,0,0,0,0,126,7.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Adult Literacy - BENL/ESOL (Discretionary),31,1.92,14,0.86,0,0,0,0,33,2.04,0,0,1,0.06,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Adult Literacy - NDA (ABE/HSE/Spanish HSE),2,0.12,1,0.06,0,0,0,0,2,0.12,0,0,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Beacon,90,5.57,89,5.51,0,0,1,0.06,80,4.95,33,2.04,0,0,0,0,27,1.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,COMPASS Elementary,204,12.64,186,11.52,0,0,2,0.12,120,7.43,62,3.84,5,0.3,0,0,100,6.19,3,0.18,16,0.99,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,COMPASS Explore,11,0.68,3,0.18,0,0,0,0,2,0.12,2,0.12,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,COMPASS High School,4,0.24,0,0,0,0,0,0,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,COMPASS Middle School,324,20.08,385,23.86,0,0,2,0.12,184,11.4,116,7.18,14,0.86,0,0,251,15.55,1,0.06,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,Cornerstone,15,0.92,30,1.85,0,0,0,0,5,0.3,24,1.48,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 015,ESL Civics,73,4.52,16,0.99,0,0,0,0,17,1.05,0,0,0,0,0,0,55,3.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Adult Literacy - ABE/HSE,7,0.43,13,0.8,0,0,0,0,0,0,9,0.55,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Adult Literacy - ABE/HSE (Discretionary),2,0.12,2,0.12,0,0,0,0,0,0,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Adult Literacy - BENL/ESOL,16,0.99,7,0.43,0,0,0,0,0,0,6,0.37,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Adult Literacy - BENL/ESOL (Discretionary),4,0.24,2,0.12,0,0,0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Adult Literacy - NDA (ABE/HSE/Spanish HSE),34,2.1,14,0.86,0,0,2,0.12,0,0,30,1.85,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Beacon,424,26.28,537,33.28,1,0.06,7,0.43,3,0.18,846,52.43,16,0.99,2,0.12,8,0.49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,COMPASS Elementary,575,35.63,500,30.99,2,0.12,5,0.3,2,0.12,842,52.18,9,0.55,1,0.06,22,1.36,3,0.18,20,1.23,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,COMPASS Explore,44,2.72,11,0.68,0,0,2,0.12,0,0,46,2.85,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,COMPASS High School,32,1.98,8,0.49,0,0,0,0,0,0,28,1.73,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,COMPASS Middle School,641,39.73,656,40.66,0,0,7,0.43,4,0.24,1067,66.13,17,1.05,5,0.3,16,0.99,1,0.06,10,0.61,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,COMPASS SONYC Pilot,120,7.43,125,7.74,0,0,3,0.18,4,0.24,168,10.41,1,0.06,0,0,12,0.74,0,0,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,Cornerstone,316,19.58,415,25.72,0,0,1,0.06,1,0.06,631,39.11,11,0.68,2,0.12,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 016,ESL Civics,5,0.3,1,0.06,0,0,0,0,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adolescent Literacy,6,0.37,5,0.3,0,0,0,0,0,0,10,0.61,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adult Literacy - ABE/HSE,4,0.24,3,0.18,0,0,0,0,0,0,1,0.06,0,0,1,0.06,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adult Literacy - ABE/HSE (Discretionary),4,0.24,1,0.06,0,0,0,0,0,0,4,0.24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adult Literacy - BENL/ESOL,94,5.82,60,3.71,0,0,0,0,2,0.12,124,7.68,0,0,0,0,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adult Literacy - BENL/ESOL (Discretionary),8,0.49,0,0,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Adult Literacy - NDA (ABE/HSE/Spanish HSE),5,0.3,3,0.18,0,0,0,0,0,0,7,0.43,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Beacon,582,36.07,854,52.93,0,0,3,0.18,7,0.43,1339,82.99,11,0.68,2,0.12,8,0.49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,COMPASS Elementary,421,26.09,335,20.76,0,0,4,0.24,1,0.06,670,41.52,12,0.74,0,0,13,0.8,1,0.06,9,0.55,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,COMPASS Explore,36,2.23,23,1.42,0,0,1,0.06,0,0,43,2.66,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,COMPASS High School,27,1.67,12,0.74,0,0,0,0,2,0.12,31,1.92,0,0,0,0,1,0.06,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,COMPASS Middle School,804,49.83,839,52,0,0,3,0.18,19,1.17,1465,90.8,16,0.99,1,0.06,21,1.3,3,0.18,19,1.17,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,Cornerstone,96,5.95,119,7.37,0,0,0,0,0,0,198,12.27,7,0.43,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 017,ESL Civics,4,0.24,0,0,0,0,0,0,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Adult Literacy - ABE/HSE,9,0.55,11,0.68,0,0,0,0,0,0,6,0.37,0,0,0,0,8,0.49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Adult Literacy - ABE/HSE (Discretionary),3,0.18,2,0.12,0,0,0,0,0,0,4,0.24,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Adult Literacy - BENL/ESOL,61,3.78,31,1.92,0,0,0,0,8,0.49,65,4.02,0,0,0,0,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Adult Literacy - BENL/ESOL (Discretionary),7,0.43,3,0.18,0,0,0,0,2,0.12,2,0.12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Adult Literacy - NDA (ABE/HSE/Spanish HSE),4,0.24,3,0.18,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Beacon,347,21.5,437,27.08,1,0.06,1,0.06,18,1.11,713,44.19,5,0.3,1,0.06,15,0.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,COMPASS Elementary,612,37.93,533,33.03,0,0,7,0.43,45,2.78,861,53.36,33,2.04,1,0.06,73,4.52,3,0.18,18,1.11,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,COMPASS Explore,16,0.99,3,0.18,0,0,0,0,0,0,16,0.99,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,COMPASS High School,20,1.23,14,0.86,0,0,1,0.06,0,0,30,1.85,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,COMPASS Middle School,818,50.7,781,48.4,3,0.18,1,0.06,38,2.35,1278,79.21,35,2.16,1,0.06,135,8.36,4,0.24,16,0.99,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,Cornerstone,177,10.97,228,14.13,1,0.06,3,0.18,1,0.06,373,23.11,5,0.3,1,0.06,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 018,ESL Civics,6,0.37,1,0.06,0,0,0,0,0,0,2,0.12,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Brooklyn CD 055,COMPASS Middle School,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,Adult Literacy - BENL/ESOL,16,0.99,2,0.12,0,0,0,0,2,0.12,2,0.12,0,0,0,0,10,0.61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,Adult Literacy - BENL/ESOL (Discretionary),9,0.55,3,0.18,0,0,0,0,7,0.43,0,0,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,Adult Literacy - NDA (ABE/HSE/Spanish HSE),0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,Beacon,17,1.05,29,1.79,0,0,0,0,20,1.23,2,0.12,2,0.12,0,0,16,0.99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,COMPASS Elementary,3,0.18,3,0.18,0,0,0,0,2,0.12,2,0.12,0,0,1,0.06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,COMPASS Explore,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,COMPASS High School,0,0,1,0.06,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,COMPASS Middle School,281,17.41,303,18.78,0,0,2,0.12,88,5.45,14,0.86,31,1.92,0,0,359,22.25,0,0,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,Cornerstone,1,0.06,8,0.49,0,0,0,0,4,0.24,2,0.12,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 001,ESL Civics,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,Adult Literacy - ABE/HSE,3,0.18,1,0.06,0,0,0,0,3,0.18,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,Adult Literacy - BENL/ESOL,4,0.24,4,0.24,0,0,0,0,1,0.06,0,0,0,0,0,0,4,0.24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,Adult Literacy - BENL/ESOL (Discretionary),10,0.61,1,0.06,0,0,0,0,10,0.61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,Beacon,72,4.46,103,6.38,1,0.06,1,0.06,62,3.84,50,3.09,3,0.18,0,0,37,2.29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,COMPASS Elementary,7,0.43,14,0.86,0,0,1,0.06,8,0.49,4,0.24,2,0.12,0,0,5,0.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,COMPASS Explore,5,0.3,2,0.12,0,0,0,0,3,0.18,1,0.06,2,0.12,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,COMPASS Middle School,223,13.82,184,11.4,1,0.06,0,0,65,4.02,13,0.8,28,1.73,2,0.12,244,15.12,0,0,6,0.37,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,Cornerstone,6,0.37,7,0.43,0,0,0,0,7,0.43,1,0.06,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 002,ESL Civics,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adolescent Literacy,4,0.24,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adult Literacy - ABE/HSE,42,2.6,31,1.92,0,0,1,0.06,6,0.37,29,1.79,3,0.18,1,0.06,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adult Literacy - ABE/HSE (Discretionary),0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adult Literacy - BENL/ESOL,54,3.34,18,1.11,0,0,0,0,33,2.04,5,0.3,0,0,0,0,31,1.92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adult Literacy - BENL/ESOL (Discretionary),81,5.02,24,1.48,0,0,0,0,97,6.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Adult Literacy - NDA (ABE/HSE/Spanish HSE),8,0.49,3,0.18,0,0,0,0,9,0.55,0,0,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Beacon,356,22.06,390,24.17,2,0.12,5,0.3,317,19.64,110,6.81,32,1.98,3,0.18,125,7.74,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,COMPASS Elementary,409,25.35,385,23.86,0,0,7,0.43,236,14.62,152,9.42,16,0.99,3,0.18,54,3.34,2,0.12,3,0.18,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,COMPASS Explore,50,3.09,12,0.74,0,0,0,0,14,0.86,24,1.48,5,0.3,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,COMPASS High School,6,0.37,5,0.3,0,0,0,0,10,0.61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,COMPASS Middle School,732,45.37,640,39.66,1,0.06,9,0.55,356,22.06,308,19.09,55,3.4,7,0.43,173,10.72,8,0.49,7,0.43,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,Cornerstone,242,14.99,304,18.84,0,0,4,0.24,111,6.88,223,13.82,15,0.92,1,0.06,23,1.42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 003,ESL Civics,19,1.17,6,0.37,0,0,0,0,24,1.48,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Adult Literacy - ABE/HSE,0,0,4,0.24,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Adult Literacy - BENL/ESOL,11,0.68,5,0.3,0,0,0,0,2,0.12,0,0,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Adult Literacy - BENL/ESOL (Discretionary),8,0.49,0,0,0,0,0,0,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Adult Literacy - NDA (ABE/HSE/Spanish HSE),0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Beacon,48,2.97,60,3.71,0,0,0,0,29,1.79,29,1.79,3,0.18,1,0.06,21,1.3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,COMPASS Elementary,97,6.01,65,4.02,0,0,0,0,6,0.37,76,4.71,3,0.18,1,0.06,27,1.67,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,COMPASS Explore,4,0.24,3,0.18,0,0,0,0,2,0.12,0,0,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,COMPASS High School,3,0.18,1,0.06,0,0,0,0,2,0.12,0,0,1,0.06,0,0,1,0.06,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,COMPASS Middle School,316,19.58,334,20.7,2,0.12,4,0.24,68,4.21,135,8.36,30,1.85,0,0,207,12.83,2,0.12,5,0.3,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,Cornerstone,10,0.61,9,0.55,0,0,1,0.06,4,0.24,9,0.55,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 004,ESL Civics,2,0.12,1,0.06,0,0,0,0,3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,Adult Literacy - ABE/HSE,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,Adult Literacy - BENL/ESOL,9,0.55,4,0.24,0,0,0,0,3,0.18,1,0.06,0,0,0,0,7,0.43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,Adult Literacy - BENL/ESOL (Discretionary),5,0.3,2,0.12,0,0,0,0,6,0.37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,Beacon,17,1.05,26,1.61,0,0,1,0.06,10,0.61,8,0.49,0,0,0,0,18,1.11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,COMPASS Elementary,17,1.05,8,0.49,0,0,0,0,0,0,14,0.86,1,0.06,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,COMPASS Explore,1,0.06,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,1,0.06,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,COMPASS High School,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,COMPASS Middle School,100,6.19,94,5.82,0,0,1,0.06,21,1.3,38,2.35,14,0.86,0,0,87,5.39,0,0,2,0.12,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,Cornerstone,2,0.12,7,0.43,0,0,0,0,0,0,4,0.24,0,0,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 005,ESL Civics,1,0.06,1,0.06,0,0,0,0,2,0.12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,Adult Literacy - ABE/HSE,0,0,3,0.18,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,Adult Literacy - BENL/ESOL,11,0.68,4,0.24,0,0,0,0,6,0.37,2,0.12,0,0,0,0,6,0.37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,Adult Literacy - BENL/ESOL (Discretionary),11,0.68,2,0.12,0,0,0,0,9,0.55,0,0,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,Beacon,48,2.97,45,2.78,0,0,1,0.06,18,1.11,26,1.61,5,0.3,1,0.06,34,2.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,COMPASS Elementary,6,0.37,6,0.37,0,0,0,0,1,0.06,6,0.37,1,0.06,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,COMPASS Explore,10,0.61,4,0.24,0,0,0,0,5,0.3,1,0.06,2,0.12,0,0,2,0.12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,COMPASS High School,1,0.06,2,0.12,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,COMPASS Middle School,299,18.53,276,17.1,0,0,0,0,81,5.02,37,2.29,22,1.36,6,0.37,313,19.4,1,0.06,8,0.49,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,Cornerstone,3,0.18,4,0.24,0,0,0,0,1,0.06,2,0.12,0,0,0,0,1,0.06,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 006,ESL Civics,0,0,1,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Adult Literacy - ABE/HSE,3,0.18,2,0.12,0,0,0,0,1,0.06,2,0.12,1,0.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Adult Literacy - BENL/ESOL,25,1.54,4,0.24,0,0,0,0,3,0.18,1,0.06,1,0.06,0,0,9,0.55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Adult Literacy - BENL/ESOL (Discretionary),9,0.55,5,0.3,0,0,0,0,6,0.37,3,0.18,0,0,0,0,3,0.18,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Adult Literacy - NDA (ABE/HSE/Spanish HSE),5,0.3,0,0,0,0,0,0,2,0.12,3,0.18,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,Beacon,148,9.17,137,8.49,0,0,0,0,17,1.05,97,6.01,6,0.37,1,0.06,68,4.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,Manhattan CD 007,COMPASS Elementary,185,11.46,182,11.28,0,0,7,0.43,7,0.43,163,10.1,12,0.74,2,0.12,35,2.16,2,0.12,6,0.37,,,,,,,,,,,,,,,,,,,,,,
